"","Date","Price","PostCode"
"25366","2013-08-26","725000",""
"25367","2013-08-26","215000",""
"25368","2013-08-26","225000",""
"25369","2013-08-26","140000",""
"25370","2013-08-26","167000","Dublin 13"
"25371","2013-08-26","150000","Dublin 5"
"25372","2013-08-26","540000","Dublin 18"
"25373","2013-08-26","80000","Dublin 11"
"25374","2013-08-26","495100","Dublin 2"
"25375","2013-08-26","120000","Dublin 7"
"25376","2013-08-26","470000",""
"25377","2013-08-26","353657",""
"25378","2013-08-26","87500","Dublin 24"
"25379","2013-08-26","625000","Dublin 14"
"25380","2013-08-26","213000","Dublin 24"
"25381","2013-08-26","260000","Dublin 5"
"25382","2013-08-26","100000","Dublin 24"
"25383","2013-08-26","390000","Dublin 9"
"25384","2013-08-26","488987",""
"25385","2013-08-26","336000","Dublin 4"
"25386","2013-08-26","120000","Dublin 1"
"25387","2013-08-26","98000","Dublin 11"
"25388","2013-08-26","460000",""
"25389","2013-08-26","2900000",""
"25390","2013-08-26","670000",""
"25391","2013-08-26","2750000",""
"25392","2013-08-27","135000","Dublin 7"
"25393","2013-08-27","207000","Dublin 14"
"25394","2013-08-27","415000",""
"25395","2013-08-27","220000",""
"25396","2013-08-27","250000","Dublin 9"
"25397","2013-08-27","291000","Dublin 4"
"25398","2013-08-27","181650","Dublin 13"
"25399","2013-08-27","340000","Dublin 16"
"25400","2013-08-27","217000","Dublin 12"
"25401","2013-08-27","220000",""
"25402","2013-08-27","650000",""
"25403","2013-08-27","290749",""
"25404","2013-08-27","472500","Dublin 7"
"25405","2013-08-27","400000","Dublin 6w"
"25406","2013-08-27","330000","Dublin 14"
"25407","2013-08-27","321585.9",""
"25408","2013-08-27","125000","Dublin 24"
"25409","2013-08-27","66000","Dublin 11"
"25410","2013-08-27","378000",""
"25411","2013-08-27","175000",""
"25412","2013-08-27","763895",""
"25413","2013-08-27","137000",""
"25414","2013-08-27","85000",""
"25415","2013-08-28","412000",""
"25416","2013-08-28","466960","Dublin 16"
"25417","2013-08-28","383259.9",""
"25418","2013-08-28","575000",""
"25419","2013-08-28","351000","Dublin 9"
"25420","2013-08-28","12000","Dublin 3"
"25421","2013-08-28","850000","Dublin 3"
"25422","2013-08-28","757500",""
"25423","2013-08-28","950000","Dublin 4"
"25424","2013-08-28","80050","Dublin 22"
"25425","2013-08-28","330000",""
"25426","2013-08-28","130000","Dublin 12"
"25427","2013-08-28","136500","Dublin 12"
"25428","2013-08-28","280000","Dublin 9"
"25429","2013-08-28","275000",""
"25430","2013-08-28","925000",""
"25431","2013-08-28","395000",""
"25432","2013-08-28","235000",""
"25433","2013-08-28","711500",""
"25434","2013-08-28","338500","Dublin 24"
"25435","2013-08-28","118000","Dublin 10"
"25436","2013-08-28","925000",""
"25437","2013-08-28","292000",""
"25438","2013-08-28","237000","Dublin 15"
"25439","2013-08-28","143000","Dublin 15"
"25440","2013-08-28","311000","Dublin 12"
"25441","2013-08-28","595000","Dublin 16"
"25442","2013-08-28","315000","Dublin 11"
"25443","2013-08-28","79000","Dublin 11"
"25444","2013-08-28","280000","Dublin 18"
"25445","2013-08-28","163300","Dublin 12"
"25446","2013-08-28","386000","Dublin 16"
"25447","2013-08-28","118000","Dublin 22"
"25448","2013-08-28","240000","Dublin 4"
"25449","2013-08-28","97750","Dublin 9"
"25450","2013-08-28","64000",""
"25451","2013-08-28","135000","Dublin 2"
"25452","2013-08-28","135000","Dublin 2"
"25453","2013-08-28","122467",""
"25454","2013-08-29","287000","Dublin 9"
"25455","2013-08-29","177974",""
"25456","2013-08-29","137500","Dublin 15"
"25457","2013-08-29","181000","Dublin 13"
"25458","2013-08-29","118000","Dublin 7"
"25459","2013-08-29","95000","Dublin 24"
"25460","2013-08-29","59400","Dublin 7"
"25461","2013-08-29","87000","Dublin 11"
"25462","2013-08-29","1101777",""
"25463","2013-08-29","208000","Dublin 24"
"25464","2013-08-29","90000","Dublin 24"
"25465","2013-08-29","420000",""
"25466","2013-08-29","270000","Dublin 9"
"25467","2013-08-29","300000","Dublin 3"
"25468","2013-08-29","582500",""
"25469","2013-08-29","608000",""
"25470","2013-08-29","186000",""
"25471","2013-08-29","120000",""
"25472","2013-08-29","290000","Dublin 5"
"25473","2013-08-29","460000","Dublin 14"
"25474","2013-08-29","650000","Dublin 6"
"25475","2013-08-29","206000","Dublin 24"
"25476","2013-08-29","55000","Dublin 11"
"25477","2013-08-29","50000","Dublin 1"
"25478","2013-08-29","590000","Dublin 3"
"25479","2013-08-29","136563.87",""
"25480","2013-08-29","75000","Dublin 24"
"25481","2013-08-29","475000","Dublin 14"
"25482","2013-08-29","362000",""
"25483","2013-08-29","383000","Dublin 13"
"25484","2013-08-29","35000","Dublin 1"
"25485","2013-08-29","180000",""
"25486","2013-08-29","590000","Dublin 4"
"25487","2013-08-29","615000","Dublin 3"
"25488","2013-08-29","480000",""
"25489","2013-08-29","175000",""
"25490","2013-08-30","280000",""
"25491","2013-08-30","340000","Dublin 12"
"25492","2013-08-30","189500","Dublin 5"
"25493","2013-08-30","211500","Dublin 11"
"25494","2013-08-30","180000",""
"25495","2013-08-30","300000","Dublin 15"
"25496","2013-08-30","255000","Dublin 14"
"25497","2013-08-30","275000","Dublin 9"
"25498","2013-08-30","281000",""
"25499","2013-08-30","211000","Dublin 6"
"25500","2013-08-30","323000",""
"25501","2013-08-30","303000","Dublin 6"
"25502","2013-08-30","285000","Dublin 18"
"25503","2013-08-30","430000",""
"25504","2013-08-30","349000","Dublin 16"
"25505","2013-08-30","82000","Dublin 8"
"25506","2013-08-30","526000",""
"25507","2013-08-30","95500","Dublin 8"
"25508","2013-08-30","480000","Dublin 3"
"25509","2013-08-30","285000",""
"25510","2013-08-30","145000",""
"25511","2013-08-30","189000",""
"25512","2013-08-30","280000","Dublin 5"
"25513","2013-08-30","600000","Dublin 18"
"25514","2013-08-30","192000","Dublin 1"
"25515","2013-08-30","365000",""
"25516","2013-08-30","260000","Dublin 15"
"25517","2013-08-30","167500","Dublin 22"
"25518","2013-08-30","385000",""
"25519","2013-08-30","83700",""
"25520","2013-08-30","210000","Dublin 3"
"25521","2013-08-30","155000",""
"25522","2013-08-30","1250000",""
"25523","2013-08-30","855000",""
"25524","2013-08-30","98000",""
"25525","2013-08-30","160000",""
"25526","2013-08-30","220000","Dublin 9"
"25527","2013-08-30","277500","Dublin 9"
"25528","2013-08-30","173568",""
"25529","2013-08-30","101321.59",""
"25530","2013-08-30","400000",""
"25531","2013-08-30","125000","Dublin 3"
"25532","2013-08-30","219950","Dublin 18"
"25533","2013-08-30","156500","Dublin 7"
"25534","2013-08-30","385000","Dublin 6"
"25535","2013-08-30","266000","Dublin 5"
"25536","2013-08-30","168000",""
"25537","2013-08-30","147500","Dublin 3"
"25538","2013-08-30","169500","Dublin 12"
"25539","2013-08-30","360000","Dublin 18"
"25540","2013-08-30","100000","Dublin 15"
"25541","2013-08-30","170000","Dublin 7"
"25542","2013-08-30","148000","Dublin 7"
"25543","2013-08-30","222000","Dublin 15"
"25544","2013-08-30","710000",""
"25545","2013-08-30","175000",""
"25546","2013-08-30","237000","Dublin 15"
"25547","2013-08-30","224000",""
"25548","2013-08-30","355000","Dublin 8"
"25549","2013-08-30","330000","Dublin 13"
"25550","2013-08-30","340000","Dublin 6w"
"25551","2013-08-30","97000","Dublin 12"
"25552","2013-08-30","165000","Dublin 8"
"25553","2013-08-30","295154.18",""
"25554","2013-08-30","400000","Dublin 14"
"25555","2013-08-30","217000",""
"25556","2013-08-30","136500","Dublin 12"
"25557","2013-08-30","136500",""
"25558","2013-08-30","202000",""
"25559","2013-08-30","445000","Dublin 6"
"25560","2013-08-30","132000","Dublin 12"
"25561","2013-08-30","307000","Dublin 5"
"25562","2013-08-30","80177","Dublin 3"
"25563","2013-08-30","206500",""
"25564","2013-08-30","56750",""
"25565","2013-08-30","87000","Dublin 22"
"25566","2013-08-30","95000","Dublin 1"
"25567","2013-08-30","499500",""
"25568","2013-08-30","136123.34",""
"25569","2013-08-30","215000","Dublin 16"
"25570","2013-08-30","170000",""
"25571","2013-08-30","160000","Dublin 2"
"25572","2013-08-30","129750",""
"25573","2013-08-30","255000",""
"25574","2013-08-30","215000",""
"25575","2013-08-30","1040000","Dublin 18"
"25576","2013-08-30","690000","Dublin 4"
"25577","2013-08-30","640000",""
"25578","2013-08-30","685000","Dublin 14"
"25579","2013-08-30","605000","Dublin 14"
"25580","2013-09-01","382000",""
"25581","2013-09-01","420000","Dublin 14"
"25582","2013-09-02","310000","Dublin 7"
"25583","2013-09-02","100000","Dublin 22"
"25584","2013-09-02","630000","Dublin 6w"
"25585","2013-09-02","130000","Dublin 12"
"25586","2013-09-02","413245",""
"25587","2013-09-02","106000","Dublin 22"
"25588","2013-09-02","250000","Dublin 15"
"25589","2013-09-02","755000","Dublin 14"
"25590","2013-09-02","355000","Dublin 15"
"25591","2013-09-02","78500",""
"25592","2013-09-02","845000",""
"25593","2013-09-02","230000","Dublin 5"
"25594","2013-09-02","190000",""
"25595","2013-09-02","390000","Dublin 8"
"25596","2013-09-02","410000","Dublin 6"
"25597","2013-09-02","625000",""
"25598","2013-09-02","165000","Dublin 11"
"25599","2013-09-02","524000",""
"25600","2013-09-02","677000","Dublin 14"
"25601","2013-09-02","534250","Dublin 18"
"25602","2013-09-02","235000",""
"25603","2013-09-02","411000",""
"25604","2013-09-02","360000",""
"25605","2013-09-02","351500","Dublin 15"
"25606","2013-09-02","345000",""
"25607","2013-09-02","495000","Dublin 14"
"25608","2013-09-02","195000","Dublin 4"
"25609","2013-09-02","128635",""
"25610","2013-09-02","114538",""
"25611","2013-09-02","950000",""
"25612","2013-09-02","240000",""
"25613","2013-09-02","1190000",""
"25614","2013-09-03","112000",""
"25615","2013-09-03","390500","Dublin 4"
"25616","2013-09-03","153000","Dublin 11"
"25617","2013-09-03","260000","Dublin 15"
"25618","2013-09-03","807000","Dublin 18"
"25619","2013-09-03","160000","Dublin 7"
"25620","2013-09-03","585000",""
"25621","2013-09-03","486000",""
"25622","2013-09-03","260000",""
"25623","2013-09-03","280000","Dublin 4"
"25624","2013-09-03","230000","Dublin 5"
"25625","2013-09-03","213216",""
"25626","2013-09-03","134801.76",""
"25627","2013-09-03","89950",""
"25628","2013-09-03","186000",""
"25629","2013-09-03","445000","Dublin 6w"
"25630","2013-09-03","760000","Dublin 6"
"25631","2013-09-03","228000","Dublin 6"
"25632","2013-09-03","590000",""
"25633","2013-09-03","814977.37","Dublin 6"
"25634","2013-09-03","355000","Dublin 18"
"25635","2013-09-03","139000",""
"25636","2013-09-03","290000","Dublin 8"
"25637","2013-09-03","270000","Dublin 5"
"25638","2013-09-03","292250","Dublin 14"
"25639","2013-09-03","214950","Dublin 15"
"25640","2013-09-03","227500",""
"25641","2013-09-03","120000","Dublin 11"
"25642","2013-09-03","275000","Dublin 4"
"25643","2013-09-03","372500","Dublin 5"
"25644","2013-09-03","372500",""
"25645","2013-09-03","383259",""
"25646","2013-09-03","855000",""
"25647","2013-09-03","160000","Dublin 6"
"25648","2013-09-03","500000","Dublin 2"
"25649","2013-09-03","132000","Dublin 8"
"25650","2013-09-03","250000","Dublin 13"
"25651","2013-09-03","310000","Dublin 18"
"25652","2013-09-03","125000","Dublin 3"
"25653","2013-09-03","60000",""
"25654","2013-09-03","60000",""
"25655","2013-09-03","740000",""
"25656","2013-09-03","1310000","Dublin 6"
"25657","2013-09-03","560000","Dublin 16"
"25658","2013-09-03","1050000",""
"25659","2013-09-04","250000",""
"25660","2013-09-04","600000","Dublin 16"
"25661","2013-09-04","185000",""
"25662","2013-09-04","179000","Dublin 20"
"25663","2013-09-04","130000",""
"25664","2013-09-04","160000","Dublin 9"
"25665","2013-09-04","65000",""
"25666","2013-09-04","345000","Dublin 9"
"25667","2013-09-04","136000","Dublin 9"
"25668","2013-09-04","445000",""
"25669","2013-09-04","314000",""
"25670","2013-09-04","173000",""
"25671","2013-09-04","775000",""
"25672","2013-09-04","271000","Dublin 3"
"25673","2013-09-04","167356",""
"25674","2013-09-04","260300",""
"25675","2013-09-04","150000","Dublin 7"
"25676","2013-09-04","167356.82",""
"25677","2013-09-04","150000","Dublin 12"
"25678","2013-09-04","160000","Dublin 7"
"25679","2013-09-04","180000","Dublin 5"
"25680","2013-09-04","132500","Dublin 15"
"25681","2013-09-04","182025","Dublin 15"
"25682","2013-09-04","140000",""
"25683","2013-09-04","165500","Dublin 11"
"25684","2013-09-04","155000","Dublin 20"
"25685","2013-09-04","250000",""
"25686","2013-09-04","485000","Dublin 6w"
"25687","2013-09-04","900000",""
"25688","2013-09-04","458149.76","Dublin 18"
"25689","2013-09-04","280000",""
"25690","2013-09-04","240000","Dublin 4"
"25691","2013-09-04","232500",""
"25692","2013-09-04","112500",""
"25693","2013-09-04","122000",""
"25694","2013-09-04","220000",""
"25695","2013-09-04","556000",""
"25696","2013-09-04","193832",""
"25697","2013-09-05","125000","Dublin 7"
"25698","2013-09-05","315000",""
"25699","2013-09-05","188500",""
"25700","2013-09-05","345000",""
"25701","2013-09-05","245000",""
"25702","2013-09-05","375000","Dublin 12"
"25703","2013-09-05","272000","Dublin 6w"
"25704","2013-09-05","98000","Dublin 22"
"25705","2013-09-05","414000","Dublin 8"
"25706","2013-09-05","301321.58",""
"25707","2013-09-05","145000","Dublin 7"
"25708","2013-09-05","242000","Dublin 8"
"25709","2013-09-05","230000",""
"25710","2013-09-05","210000","Dublin 6"
"25711","2013-09-05","137445",""
"25712","2013-09-05","162950",""
"25713","2013-09-05","525000","Dublin 18"
"25714","2013-09-05","425000","Dublin 6w"
"25715","2013-09-05","125000","Dublin 15"
"25716","2013-09-05","785000","Dublin 14"
"25717","2013-09-05","249950","Dublin 22"
"25718","2013-09-05","655000","Dublin 6w"
"25719","2013-09-05","220000","Dublin 11"
"25720","2013-09-05","280000",""
"25721","2013-09-05","311000","Dublin 16"
"25722","2013-09-05","230000","Dublin 9"
"25723","2013-09-05","250000","Dublin 13"
"25724","2013-09-05","305000","Dublin 4"
"25725","2013-09-05","288986","Dublin 6"
"25726","2013-09-05","330000",""
"25727","2013-09-05","468000",""
"25728","2013-09-06","980000",""
"25729","2013-09-06","310000","Dublin 4"
"25730","2013-09-06","175000",""
"25731","2013-09-06","122000","Dublin 12"
"25732","2013-09-06","100000","Dublin 11"
"25733","2013-09-06","272000","Dublin 14"
"25734","2013-09-06","330000",""
"25735","2013-09-06","232500","Dublin 9"
"25736","2013-09-06","157000","Dublin 11"
"25737","2013-09-06","525000",""
"25738","2013-09-06","343000","Dublin 6w"
"25739","2013-09-06","360000",""
"25740","2013-09-06","235000","Dublin 8"
"25741","2013-09-06","404000","Dublin 13"
"25742","2013-09-06","215000","Dublin 15"
"25743","2013-09-06","467000",""
"25744","2013-09-06","165000","Dublin 12"
"25745","2013-09-06","275000","Dublin 7"
"25746","2013-09-06","94950","Dublin 11"
"25747","2013-09-06","275000",""
"25748","2013-09-06","191400","Dublin 9"
"25749","2013-09-06","429075","Dublin 18"
"25750","2013-09-06","177000","Dublin 11"
"25751","2013-09-06","605000",""
"25752","2013-09-06","240000",""
"25753","2013-09-06","770000",""
"25754","2013-09-06","275000",""
"25755","2013-09-06","350000","Dublin 16"
"25756","2013-09-06","237000","Dublin 7"
"25757","2013-09-06","655000",""
"25758","2013-09-06","10660650","Dublin 7"
"25759","2013-09-06","236000","Dublin 7"
"25760","2013-09-06","186783",""
"25761","2013-09-06","362000","Dublin 8"
"25762","2013-09-06","290000",""
"25763","2013-09-06","138000",""
"25764","2013-09-06","137000","Dublin 7"
"25765","2013-09-06","80000",""
"25766","2013-09-06","193500","Dublin 17"
"25767","2013-09-06","213000","Dublin 11"
"25768","2013-09-06","333750","Dublin 18"
"25769","2013-09-06","165000","Dublin 7"
"25770","2013-09-06","170000","Dublin 7"
"25771","2013-09-06","450000","Dublin 12"
"25772","2013-09-06","180320","Dublin 18"
"25773","2013-09-06","120046","Dublin 18"
"25774","2013-09-06","180320","Dublin 18"
"25775","2013-09-06","140105","Dublin 18"
"25776","2013-09-06","140105","Dublin 18"
"25777","2013-09-06","140105","Dublin 18"
"25778","2013-09-06","140105","Dublin 18"
"25779","2013-09-06","180320","Dublin 18"
"25780","2013-09-06","140105","Dublin 18"
"25781","2013-09-06","140105","Dublin 18"
"25782","2013-09-06","180320","Dublin 18"
"25783","2013-09-06","140105","Dublin 18"
"25784","2013-09-06","180320","Dublin 18"
"25785","2013-09-06","140105","Dublin 18"
"25786","2013-09-06","180320","Dublin 18"
"25787","2013-09-06","140105","Dublin 18"
"25788","2013-09-06","140105","Dublin 18"
"25789","2013-09-06","180320","Dublin 18"
"25790","2013-09-06","140105","Dublin 18"
"25791","2013-09-06","180320","Dublin 18"
"25792","2013-09-06","252500",""
"25793","2013-09-06","180320","Dublin 18"
"25794","2013-09-06","140105","Dublin 18"
"25795","2013-09-06","140105","Dublin 18"
"25796","2013-09-06","180320","Dublin 18"
"25797","2013-09-06","140105","Dublin 18"
"25798","2013-09-06","120046","Dublin 18"
"25799","2013-09-06","180320","Dublin 18"
"25800","2013-09-06","140105","Dublin 18"
"25801","2013-09-06","250000","Dublin 4"
"25802","2013-09-06","180320","Dublin 18"
"25803","2013-09-06","140105","Dublin 18"
"25804","2013-09-06","120046","Dublin 18"
"25805","2013-09-06","180320","Dublin 18"
"25806","2013-09-06","140105","Dublin 18"
"25807","2013-09-06","120046","Dublin 18"
"25808","2013-09-06","120046","Dublin 18"
"25809","2013-09-06","140105","Dublin 18"
"25810","2013-09-06","140105","Dublin 18"
"25811","2013-09-06","120046","Dublin 18"
"25812","2013-09-06","120046","Dublin 18"
"25813","2013-09-06","120046","Dublin 18"
"25814","2013-09-06","140105","Dublin 18"
"25815","2013-09-06","140105","Dublin 18"
"25816","2013-09-06","140105","Dublin 18"
"25817","2013-09-06","140105","Dublin 18"
"25818","2013-09-06","140105","Dublin 18"
"25819","2013-09-06","140105","Dublin 18"
"25820","2013-09-06","140105","Dublin 18"
"25821","2013-09-06","140105","Dublin 18"
"25822","2013-09-06","120046","Dublin 18"
"25823","2013-09-06","180320","Dublin 18"
"25824","2013-09-06","140105","Dublin 18"
"25825","2013-09-06","287500","Dublin 2"
"25826","2013-09-06","140105","Dublin 18"
"25827","2013-09-06","180320","Dublin 18"
"25828","2013-09-06","140105","Dublin 18"
"25829","2013-09-06","180320","Dublin 18"
"25830","2013-09-06","140105","Dublin 18"
"25831","2013-09-06","180320","Dublin 18"
"25832","2013-09-06","180320","Dublin 18"
"25833","2013-09-06","180320","Dublin 18"
"25834","2013-09-06","180320","Dublin 18"
"25835","2013-09-06","140105","Dublin 18"
"25836","2013-09-06","180320","Dublin 18"
"25837","2013-09-06","140105","Dublin 18"
"25838","2013-09-06","132000","Dublin 3"
"25839","2013-09-06","200000","Dublin 9"
"25840","2013-09-06","8734134.8","Dublin 12"
"25841","2013-09-06","61828634","Dublin 8"
"25842","2013-09-06","185000",""
"25843","2013-09-06","6373697","Dublin 24"
"25844","2013-09-06","445000",""
"25845","2013-09-06","4155000",""
"25846","2013-09-09","395000","Dublin 6"
"25847","2013-09-09","280000","Dublin 4"
"25848","2013-09-09","199950",""
"25849","2013-09-09","245000",""
"25850","2013-09-09","400000",""
"25851","2013-09-09","235000","Dublin 13"
"25852","2013-09-09","90000","Dublin 10"
"25853","2013-09-09","229000","Dublin 8"
"25854","2013-09-09","410000","Dublin 14"
"25855","2013-09-09","381000",""
"25856","2013-09-09","160000",""
"25857","2013-09-09","226500","Dublin 24"
"25858","2013-09-09","1000000",""
"25859","2013-09-09","495000","Dublin 16"
"25860","2013-09-09","313000",""
"25861","2013-09-09","307500","Dublin 1"
"25862","2013-09-09","425000","Dublin 4"
"25863","2013-09-09","360000","Dublin 14"
"25864","2013-09-09","60000","Dublin 11"
"25865","2013-09-09","132000",""
"25866","2013-09-09","370871","Dublin 4"
"25867","2013-09-09","295000","Dublin 15"
"25868","2013-09-09","386000",""
"25869","2013-09-10","310000","Dublin 18"
"25870","2013-09-10","90000","Dublin 1"
"25871","2013-09-10","280000","Dublin 14"
"25872","2013-09-10","235000",""
"25873","2013-09-10","84850","Dublin 1"
"25874","2013-09-10","95000","Dublin 2"
"25875","2013-09-10","95000","Dublin 2"
"25876","2013-09-10","155000","Dublin 3"
"25877","2013-09-10","367500","Dublin 16"
"25878","2013-09-10","415000","Dublin 18"
"25879","2013-09-10","352000",""
"25880","2013-09-10","246000","Dublin 2"
"25881","2013-09-10","252500","Dublin 15"
"25882","2013-09-10","530000",""
"25883","2013-09-10","529000","Dublin 6w"
"25884","2013-09-10","480000","Dublin 13"
"25885","2013-09-10","208000",""
"25886","2013-09-10","532000","Dublin 3"
"25887","2013-09-10","267000","Dublin 5"
"25888","2013-09-10","265000","Dublin 7"
"25889","2013-09-10","150000","Dublin 7"
"25890","2013-09-10","372000","Dublin 5"
"25891","2013-09-10","270000","Dublin 9"
"25892","2013-09-10","85000",""
"25893","2013-09-10","154185",""
"25894","2013-09-10","207000","Dublin 3"
"25895","2013-09-10","525000","Dublin 9"
"25896","2013-09-10","390000",""
"25897","2013-09-10","110000","Dublin 12"
"25898","2013-09-10","307000",""
"25899","2013-09-10","550000","Dublin 6w"
"25900","2013-09-10","145000",""
"25901","2013-09-10","126000",""
"25902","2013-09-10","650000","Dublin 6w"
"25903","2013-09-10","175000",""
"25904","2013-09-10","185000","Dublin 7"
"25905","2013-09-10","145000","Dublin 15"
"25906","2013-09-10","260000",""
"25907","2013-09-10","370000","Dublin 16"
"25908","2013-09-10","110000","Dublin 7"
"25909","2013-09-10","250000",""
"25910","2013-09-10","112882.5","Dublin 16"
"25911","2013-09-10","492780","Dublin 2"
"25912","2013-09-10","95000","Dublin 24"
"25913","2013-09-10","270000","Dublin 16"
"25914","2013-09-10","1075000","Dublin 13"
"25915","2013-09-10","70000",""
"25916","2013-09-10","1455000",""
"25917","2013-09-11","540000",""
"25918","2013-09-11","587475","Dublin 6w"
"25919","2013-09-11","587475","Dublin 6w"
"25920","2013-09-11","1460000","Dublin 4"
"25921","2013-09-11","257500",""
"25922","2013-09-11","409691.63",""
"25923","2013-09-11","185000","Dublin 6"
"25924","2013-09-11","178500",""
"25925","2013-09-11","345000","Dublin 15"
"25926","2013-09-11","388500","Dublin 9"
"25927","2013-09-11","189950",""
"25928","2013-09-11","75000","Dublin 8"
"25929","2013-09-11","255790",""
"25930","2013-09-11","425000",""
"25931","2013-09-11","140000","Dublin 5"
"25932","2013-09-11","510000","Dublin 6w"
"25933","2013-09-11","134361",""
"25934","2013-09-11","555000","Dublin 2"
"25935","2013-09-11","140000","Dublin 5"
"25936","2013-09-11","165000","Dublin 5"
"25937","2013-09-11","255000","Dublin 3"
"25938","2013-09-11","385000","Dublin 20"
"25939","2013-09-11","125000",""
"25940","2013-09-11","311500","Dublin 4"
"25941","2013-09-11","83700.44","Dublin 5"
"25942","2013-09-11","666000","Dublin 4"
"25943","2013-09-11","275000",""
"25944","2013-09-12","220000","Dublin 22"
"25945","2013-09-12","422500",""
"25946","2013-09-12","304000","Dublin 15"
"25947","2013-09-12","975000",""
"25948","2013-09-12","432000","Dublin 4"
"25949","2013-09-12","349000",""
"25950","2013-09-12","128635",""
"25951","2013-09-12","218000",""
"25952","2013-09-12","255000",""
"25953","2013-09-12","725000",""
"25954","2013-09-12","154000",""
"25955","2013-09-12","185022",""
"25956","2013-09-12","308000","Dublin 18"
"25957","2013-09-12","110573","Dublin 11"
"25958","2013-09-12","195000","Dublin 20"
"25959","2013-09-12","132158.59",""
"25960","2013-09-12","100000","Dublin 7"
"25961","2013-09-12","210000","Dublin 14"
"25962","2013-09-12","127000",""
"25963","2013-09-12","165000","Dublin 16"
"25964","2013-09-12","270000","Dublin 8"
"25965","2013-09-12","90000",""
"25966","2013-09-12","495000","Dublin 6w"
"25967","2013-09-12","455000","Dublin 7"
"25968","2013-09-12","361000","Dublin 3"
"25969","2013-09-12","212000",""
"25970","2013-09-12","165000",""
"25971","2013-09-12","420000","Dublin 18"
"25972","2013-09-12","242000","Dublin 7"
"25973","2013-09-12","158000","Dublin 22"
"25974","2013-09-12","117500",""
"25975","2013-09-12","550000","Dublin 6w"
"25976","2013-09-12","840000","Dublin 8"
"25977","2013-09-12","770000",""
"25978","2013-09-12","190000",""
"25979","2013-09-12","208000",""
"25980","2013-09-12","118942.73","Dublin 8"
"25981","2013-09-12","253000",""
"25982","2013-09-12","275000",""
"25983","2013-09-12","370000","Dublin 14"
"25984","2013-09-12","665000",""
"25985","2013-09-12","600000","Dublin 14"
"25986","2013-09-13","325000",""
"25987","2013-09-13","325000",""
"25988","2013-09-13","180000",""
"25989","2013-09-13","190000","Dublin 15"
"25990","2013-09-13","120000","Dublin 3"
"25991","2013-09-13","210000","Dublin 3"
"25992","2013-09-13","145000","Dublin 15"
"25993","2013-09-13","577500","Dublin 9"
"25994","2013-09-13","225000","Dublin 7"
"25995","2013-09-13","365000",""
"25996","2013-09-13","484581","Dublin 16"
"25997","2013-09-13","240000",""
"25998","2013-09-13","435000",""
"25999","2013-09-13","138000","Dublin 8"
"26000","2013-09-13","500000","Dublin 4"
"26001","2013-09-13","145000","Dublin 12"
"26002","2013-09-13","250000","Dublin 9"
"26003","2013-09-13","315000",""
"26004","2013-09-13","75000","Dublin 15"
"26005","2013-09-13","2365000","Dublin 6"
"26006","2013-09-13","168000","Dublin 12"
"26007","2013-09-13","338000","Dublin 6"
"26008","2013-09-13","65000",""
"26009","2013-09-13","540000","Dublin 4"
"26010","2013-09-13","185000","Dublin 2"
"26011","2013-09-13","114000",""
"26012","2013-09-13","155000","Dublin 3"
"26013","2013-09-13","100000","Dublin 24"
"26014","2013-09-13","320000","Dublin 2"
"26015","2013-09-13","797000","Dublin 18"
"26016","2013-09-13","110000",""
"26017","2013-09-13","250000","Dublin 15"
"26018","2013-09-13","195000","Dublin 7"
"26019","2013-09-13","255000",""
"26020","2013-09-13","120000","Dublin 11"
"26021","2013-09-13","380000","Dublin 16"
"26022","2013-09-13","670000",""
"26023","2013-09-13","129000",""
"26024","2013-09-13","340000","Dublin 15"
"26025","2013-09-13","279000",""
"26026","2013-09-13","397500",""
"26027","2013-09-13","200000","Dublin 22"
"26028","2013-09-13","172000","Dublin 15"
"26029","2013-09-13","320000",""
"26030","2013-09-13","96916.29","Dublin 13"
"26031","2013-09-13","130000",""
"26032","2013-09-16","180000","Dublin 16"
"26033","2013-09-16","175000","Dublin 2"
"26034","2013-09-16","415000",""
"26035","2013-09-16","451000","Dublin 6"
"26036","2013-09-16","242500",""
"26037","2013-09-16","82500",""
"26038","2013-09-16","150000",""
"26039","2013-09-16","200000","Dublin 12"
"26040","2013-09-16","137000","Dublin 12"
"26041","2013-09-16","450000","Dublin 16"
"26042","2013-09-16","297100","Dublin 2"
"26043","2013-09-16","192000","Dublin 15"
"26044","2013-09-16","315000","Dublin 8"
"26045","2013-09-16","370000","Dublin 6w"
"26046","2013-09-16","162500","Dublin 24"
"26047","2013-09-16","387000",""
"26048","2013-09-16","640000","Dublin 14"
"26049","2013-09-16","272000",""
"26050","2013-09-16","151000","Dublin 20"
"26051","2013-09-16","305000",""
"26052","2013-09-16","233000",""
"26053","2013-09-16","123000","Dublin 18"
"26054","2013-09-16","390000",""
"26055","2013-09-16","75000","Dublin 24"
"26056","2013-09-16","280000",""
"26057","2013-09-16","239000","Dublin 24"
"26058","2013-09-16","400000","Dublin 2"
"26059","2013-09-16","395000",""
"26060","2013-09-16","180000","Dublin 8"
"26061","2013-09-16","263000","Dublin 13"
"26062","2013-09-16","396475",""
"26063","2013-09-16","83500",""
"26064","2013-09-16","500000","Dublin 14"
"26065","2013-09-16","392000","Dublin 14"
"26066","2013-09-16","153000","Dublin 24"
"26067","2013-09-16","180000",""
