"","Year","Rent","PropertyType","Location.x","NumberofBedrooms","Location.y","CPI","Price.Rent.Ratio","VacancyRate","HousingStock"
"2852",2013,958.66,"Terrace house","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",46.95,91.2,"0",2007000
"2853",2013,959.3,"Semi detached house","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",46.95,91.2,"0",2007000
"2854",2013,959.74,"Apartment","Dublin 8","All bedrooms","Dublin 8",46.95,91.2,"0",2007000
"2855",2013,961.51,"Apartment","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",46.95,91.2,"0",2007000
"2856",2013,963.86,"Terrace house","Dublin 11","All bedrooms","Dublin 11",46.95,91.2,"0",2007000
"2857",2013,966.33,"Apartment","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",46.95,91.2,"0",2007000
"2858",2013,966.9,"Terrace house","Lucan, Dublin","All bedrooms","Lucan, Dublin",46.95,91.2,"0",2007000
"2859",2013,967.26,"Terrace house","Dublin 15","All bedrooms","Dublin 15",46.95,91.2,"0",2007000
"2860",2013,967.6,"Semi detached house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",46.95,91.2,"0",2007000
"2861",2013,968.9,"Apartment","Dublin 12","All bedrooms","Dublin 12",46.95,91.2,"0",2007000
"2862",2013,970.13,"Apartment","Dublin 5","All bedrooms","Dublin 5",46.95,91.2,"0",2007000
"2863",2013,970.25,"Semi detached house","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",46.95,91.2,"0",2007000
"2864",2013,971.02,"Apartment","Navan Road, Dublin 7","All bedrooms","Navan Road, Dublin 7",46.95,91.2,"0",2007000
"2865",2013,971.02,"Apartment","Navan Road, Dublin 7","1 to 3 bed","Navan Road, Dublin 7",46.95,91.2,"0",2007000
"2866",2013,971.65,"Apartment","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",46.95,91.2,"0",2007000
"2867",2013,972.84,"Apartment","Rathgar, Dublin 6","All bedrooms","Rathgar, Dublin 6",46.95,91.2,"0",2007000
"2868",2013,973.05,"Apartment","Ashtown, Dublin 15","All bedrooms","Ashtown, Dublin 15",46.95,91.2,"0",2007000
"2869",2013,975.02,"Apartment","Fairview, Dublin 3","All bedrooms","Fairview, Dublin 3",46.95,91.2,"0",2007000
"2870",2013,975.02,"Apartment","Fairview, Dublin 3","1 to 3 bed","Fairview, Dublin 3",46.95,91.2,"0",2007000
"2871",2013,976.21,"Terrace house","Dublin 17","All bedrooms","Dublin 17",46.95,91.2,"0",2007000
"2872",2013,977.05,"Apartment","Clonliffe, Dublin 3","1 to 3 bed","Clonliffe, Dublin 3",46.95,91.2,"0",2007000
"2873",2013,977.05,"Apartment","Clonliffe, Dublin 3","All bedrooms","Clonliffe, Dublin 3",46.95,91.2,"0",2007000
"2874",2013,977.86,"Semi detached house","Rathcoole, Dublin","All bedrooms","Rathcoole, Dublin",46.95,91.2,"0",2007000
"2875",2013,978.33,"Apartment","Churchtown, Dublin 14","One bed","Baldoyle, Dublin 13",46.95,91.2,"0",2007000
"2876",2013,978.33,"Apartment","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",46.95,91.2,"0",2007000
"2877",2013,978.61,"Semi detached house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",46.95,91.2,"0",2007000
"2878",2013,980.53,"Apartment","St Margarets Road, Dublin 11","All bedrooms","St Margarets Road, Dublin 11",46.95,91.2,"0",2007000
"2879",2013,980.53,"Apartment","St Margarets Road, Dublin 11","1 to 3 bed","St Margarets Road, Dublin 11",46.95,91.2,"0",2007000
"2880",2013,980.68,"Terrace house","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",46.95,91.2,"0",2007000
"2881",2013,981.18,"Semi detached house","Skerries, Dublin","All bedrooms","Skerries, Dublin",46.95,91.2,"0",2007000
"2882",2013,981.99,"Terrace house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",46.95,91.2,"0",2007000
"2883",2013,982.28,"Apartment","Clongriffin, Dublin 13","All bedrooms","Clongriffin, Dublin 13",46.95,91.2,"0",2007000
"2884",2013,984.8,"Apartment","Portmarnock, Dublin","All bedrooms","Portmarnock, Dublin",46.95,91.2,"0",2007000
"2885",2013,986.46,"Apartment","Dublin 13","All bedrooms","Dublin 13",46.95,91.2,"0",2007000
"2886",2013,989.03,"Apartment","The Coombe, Dublin 8","All bedrooms","The Coombe, Dublin 8",46.95,91.2,"0",2007000
"2887",2013,991.28,"Terrace house","Firhouse, Dublin 24","All bedrooms","Firhouse, Dublin 24",46.95,91.2,"0",2007000
"2888",2013,991.38,"Terrace house","Dublin 12","All bedrooms","Dublin 12",46.95,91.2,"0",2007000
"2889",2013,994.05,"Semi detached house","Dublin 24","All bedrooms","Dublin 24",46.95,91.2,"0",2007000
"2890",2013,994.66,"Terrace house","Swords, Dublin","All bedrooms","Swords, Dublin",46.95,91.2,"0",2007000
"2891",2013,996.32,"Apartment","Royal Canal Park, Dublin 15","All bedrooms","Royal Canal Park, Dublin 15",46.95,91.2,"0",2007000
"2892",2013,998.13,"Apartment","Raheny, Dublin 5","All bedrooms","Raheny, Dublin 5",46.95,91.2,"0",2007000
"2893",2013,998.13,"Apartment","Raheny, Dublin 5","1 to 3 bed","Raheny, Dublin 5",46.95,91.2,"0",2007000
"2894",2013,998.42,"Apartment","Summerhill, Dublin 1","All bedrooms","Summerhill, Dublin 1",46.95,91.2,"0",2007000
"2895",2013,999.25,"Semi detached house","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",46.95,91.2,"0",2007000
"2896",2013,999.26,"Detached house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",46.95,91.2,"0",2007000
"2897",2013,999.33,"Terrace house","Dublin 20","All bedrooms","Dublin 20",46.95,91.2,"0",2007000
"2898",2013,999.39,"Terrace house","Ongar, Dublin 15","All bedrooms","Ongar, Dublin 15",46.95,91.2,"0",2007000
"2899",2014,1000.16,"Apartment","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",47.04,103.8,"0",2014000
"2900",2014,1000.28,"Apartment","Rialto, Dublin 8","1 to 3 bed","Rialto, Dublin 8",47.04,103.8,"0",2014000
"2901",2014,1000.28,"Apartment","Rialto, Dublin 8","All bedrooms","Rialto, Dublin 8",47.04,103.8,"0",2014000
"2902",2014,1003.08,"Terrace house","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",47.04,103.8,"0",2014000
"2903",2014,1003.94,"Apartment","Christchurch, Dublin 8","1 to 3 bed","Christchurch, Dublin 8",47.04,103.8,"0",2014000
"2904",2014,1003.94,"Apartment","Christchurch, Dublin 8","All bedrooms","Christchurch, Dublin 8",47.04,103.8,"0",2014000
"2905",2014,1004.61,"Terrace house","Lucan, Dublin","All bedrooms","Lucan, Dublin",47.04,103.8,"0",2014000
"2906",2014,1007.53,"Apartment","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",47.04,103.8,"0",2014000
"2907",2014,1011.45,"Semi detached house","Finglas, Dublin 11","All bedrooms","Finglas, Dublin 11",47.04,103.8,"0",2014000
"2908",2014,1012.43,"Apartment","Clonliffe, Dublin 3","1 to 3 bed","Clonliffe, Dublin 3",47.04,103.8,"0",2014000
"2909",2014,1012.43,"Apartment","Clonliffe, Dublin 3","All bedrooms","Clonliffe, Dublin 3",47.04,103.8,"0",2014000
"2910",2014,1014.13,"Apartment","Fairview, Dublin 3","All bedrooms","Fairview, Dublin 3",47.04,103.8,"0",2014000
"2911",2014,1015.88,"Semi detached house","Blanchardstown, Dublin 15","All bedrooms","Blanchardstown, Dublin 15",47.04,103.8,"0",2014000
"2912",2014,1015.95,"Apartment","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",47.04,103.8,"0",2014000
"2913",2014,1016.24,"Terrace house","Dublin 11","All bedrooms","Dublin 11",47.04,103.8,"0",2014000
"2914",2014,1016.41,"Apartment","Rathgar, Dublin 6","All bedrooms","Rathgar, Dublin 6",47.04,103.8,"0",2014000
"2915",2014,1016.87,"Apartment","Balgriffin, Dublin 13","All bedrooms","Balgriffin, Dublin 13",47.04,103.8,"0",2014000
"2916",2014,1017.01,"Semi detached house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",47.04,103.8,"0",2014000
"2917",2014,1017.32,"Terrace house","Dublin 15","All bedrooms","Dublin 15",47.04,103.8,"0",2014000
"2918",2014,1019.28,"Terrace house","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",47.04,103.8,"0",2014000
"2919",2014,1020.12,"Apartment","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",47.04,103.8,"0",2014000
"2920",2014,1020.96,"Apartment","Ballycullen, Dublin 24","1 to 3 bed","Ballycullen, Dublin 24",47.04,103.8,"0",2014000
"2921",2014,1020.96,"Apartment","Ballycullen, Dublin 24","All bedrooms","Ballycullen, Dublin 24",47.04,103.8,"0",2014000
"2922",2014,1021.51,"Apartment","Citywest, Dublin","All bedrooms","Citywest, Dublin",47.04,103.8,"0",2014000
"2923",2014,1021.51,"Apartment","Citywest, Dublin","1 to 3 bed","Citywest, Dublin",47.04,103.8,"0",2014000
"2924",2014,1022.53,"Terrace house","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",47.04,103.8,"0",2014000
"2925",2014,1024.5,"Apartment","Dublin 7","All bedrooms","Dublin 7",47.04,103.8,"0",2014000
"2926",2014,1025.98,"Apartment","Dublin 12","All bedrooms","Dublin 12",47.04,103.8,"0",2014000
"2927",2014,1026.32,"Apartment","Dublin 15","All bedrooms","Dublin 15",47.04,103.8,"0",2014000
"2928",2014,1028.17,"Apartment","Dublin 5","All bedrooms","Dublin 5",47.04,103.8,"0",2014000
"2929",2014,1028.4,"Apartment","Dublin 8","All bedrooms","Dublin 8",47.04,103.8,"0",2014000
"2930",2014,1029.02,"Apartment","St Margarets Road, Dublin 11","1 to 3 bed","St Margarets Road, Dublin 11",47.04,103.8,"0",2014000
"2931",2014,1029.02,"Apartment","St Margarets Road, Dublin 11","All bedrooms","St Margarets Road, Dublin 11",47.04,103.8,"0",2014000
"2932",2014,1029.74,"Apartment","Coolmine, Dublin 15","All bedrooms","Coolmine, Dublin 15",47.04,103.8,"0",2014000
"2933",2014,1032.05,"Apartment","Summerhill, Dublin 1","All bedrooms","Summerhill, Dublin 1",47.04,103.8,"0",2014000
"2934",2014,1033.15,"Apartment","Raheny, Dublin 5","All bedrooms","Raheny, Dublin 5",47.04,103.8,"0",2014000
"2935",2014,1035.8,"Semi detached house","Lusk, Dublin","All bedrooms","Lusk, Dublin",47.04,103.8,"0",2014000
"2936",2014,1036.83,"Terrace house","Firhouse, Dublin 24","All bedrooms","Firhouse, Dublin 24",47.04,103.8,"0",2014000
"2937",2014,1038.26,"Terrace house","Swords, Dublin","All bedrooms","Swords, Dublin",47.04,103.8,"0",2014000
"2938",2014,1039.42,"Apartment","Glasnevin, Dublin 11","All bedrooms","Glasnevin, Dublin 11",47.04,103.8,"0",2014000
"2939",2014,1040.85,"Apartment","Clongriffin, Dublin 13","All bedrooms","Clongriffin, Dublin 13",47.04,103.8,"0",2014000
"2940",2014,1040.91,"Apartment","Harolds Cross, Dublin 6","All bedrooms","Harolds Cross, Dublin 6",47.04,103.8,"0",2014000
"2941",2014,1044.89,"Apartment","Navan Road, Dublin 7","All bedrooms","Navan Road, Dublin 7",47.04,103.8,"0",2014000
"2942",2014,1044.89,"Apartment","Navan Road, Dublin 7","1 to 3 bed","Navan Road, Dublin 7",47.04,103.8,"0",2014000
"2943",2014,1045.2,"Semi detached house","Dublin 24","All bedrooms","Dublin 24",47.04,103.8,"0",2014000
"2944",2014,1046.84,"Apartment","The Coombe, Dublin 8","All bedrooms","The Coombe, Dublin 8",47.04,103.8,"0",2014000
"2945",2014,1048.94,"Semi detached house","Skerries, Dublin","All bedrooms","Skerries, Dublin",47.04,103.8,"0",2014000
"2946",2014,1049.37,"Terrace house","Dublin 5","Two bed","Palmerstown, Dublin 20",47.04,103.8,"0",2014000
"2947",2014,1049.37,"Terrace house","Dublin 5","1 to 2 bed","Palmerstown, Dublin 20",47.04,103.8,"0",2014000
"2948",2014,1049.37,"Terrace house","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",47.04,103.8,"0",2014000
"2949",2014,1051.58,"Semi detached house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",47.04,103.8,"0",2014000
"2950",2014,1052.3,"Apartment","Dublin 13","All bedrooms","Dublin 13",47.04,103.8,"0",2014000
"2951",2014,1052.31,"Semi detached house","Palmerstown, Dublin 20","All bedrooms","Palmerstown, Dublin 20",47.04,103.8,"0",2014000
"2952",2014,1055.94,"Semi detached house","Clonee, Dublin 15","All bedrooms","Clonee, Dublin 15",47.04,103.8,"0",2014000
"2953",2014,1056.55,"Terrace house","Dublin 12","All bedrooms","Dublin 12",47.04,103.8,"0",2014000
"2954",2014,1056.61,"Apartment","Monkstown, Dublin","1 to 3 bed","Monkstown, Dublin",47.04,103.8,"0",2014000
"2955",2014,1056.61,"Apartment","Monkstown, Dublin","All bedrooms","Monkstown, Dublin",47.04,103.8,"0",2014000
"2956",2014,1056.61,"Apartment","Dublin 13","Two bed","Monkstown, Dublin",47.04,103.8,"0",2014000
"2957",2014,1056.86,"Apartment","Kimmage, Dublin 12","All bedrooms","Kimmage, Dublin 12",47.04,103.8,"0",2014000
"2958",2014,1056.86,"Apartment","Kimmage, Dublin 12","1 to 3 bed","Kimmage, Dublin 12",47.04,103.8,"0",2014000
"2959",2014,1059.55,"Terrace house","Ongar, Dublin 15","All bedrooms","Ongar, Dublin 15",47.04,103.8,"0",2014000
"2960",2014,1062.69,"Apartment","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",47.04,103.8,"0",2014000
"2961",2014,1064.19,"Apartment","Shankill, Dublin","1 to 3 bed","Shankill, Dublin",47.04,103.8,"0",2014000
"2962",2014,1064.19,"Apartment","Shankill, Dublin","All bedrooms","Shankill, Dublin",47.04,103.8,"0",2014000
"2963",2014,1064.23,"Terrace house","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",47.04,103.8,"0",2014000
"2964",2014,1064.49,"Apartment","Royal Canal Park, Dublin 15","All bedrooms","Royal Canal Park, Dublin 15",47.04,103.8,"0",2014000
"2965",2014,1065.31,"Semi detached house","Dublin 20","All bedrooms","Dublin 20",47.04,103.8,"0",2014000
"2966",2014,1065.38,"Semi detached house","Crumlin, Dublin 12","All bedrooms","Crumlin, Dublin 12",47.04,103.8,"0",2014000
"2967",2014,1065.94,"Terrace house","Dublin 20","All bedrooms","Dublin 20",47.04,103.8,"0",2014000
"2968",2014,1066.21,"Apartment","Portmarnock, Dublin","All bedrooms","Portmarnock, Dublin",47.04,103.8,"0",2014000
"2969",2014,1068.77,"Apartment","Portobello, Dublin 8","1 to 3 bed","Portobello, Dublin 8",47.04,103.8,"0",2014000
"2970",2014,1068.77,"Apartment","Portobello, Dublin 8","1 to 2 bed","Portobello, Dublin 8",47.04,103.8,"0",2014000
"2971",2014,1068.77,"Apartment","Portobello, Dublin 8","All bedrooms","Portobello, Dublin 8",47.04,103.8,"0",2014000
"2972",2014,1069.81,"Semi detached house","Tyrrelstown, Dublin 15","All bedrooms","Tyrrelstown, Dublin 15",47.04,103.8,"0",2014000
"2973",2014,1070.43,"Semi detached house","Dublin 17","All bedrooms","Dublin 17",47.04,103.8,"0",2014000
"2974",2014,1070.85,"Semi detached house","Lucan, Dublin","All bedrooms","Lucan, Dublin",47.04,103.8,"0",2014000
"2975",2014,1070.92,"Semi detached house","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",47.04,103.8,"0",2014000
"2976",2014,1071.71,"Apartment","Cork Street, Dublin 8","All bedrooms","Cork Street, Dublin 8",47.04,103.8,"0",2014000
"2977",2014,1072.12,"Terrace house","Tyrrelstown, Dublin 15","All bedrooms","Tyrrelstown, Dublin 15",47.04,103.8,"0",2014000
"2978",2014,1077.66,"Apartment","Ashtown, Dublin 15","All bedrooms","Ashtown, Dublin 15",47.04,103.8,"0",2014000
"2979",2014,1079.13,"Semi detached house","Clonsilla, Dublin 15","All bedrooms","Clonsilla, Dublin 15",47.04,103.8,"0",2014000
"2980",2014,1080.48,"Semi detached house","Dublin 11","All bedrooms","Dublin 11",47.04,103.8,"0",2014000
"2981",2014,1080.51,"Semi detached house","Dublin 15","All bedrooms","Dublin 15",47.04,103.8,"0",2014000
"2982",2014,1081.37,"Terrace house","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",47.04,103.8,"0",2014000
"2983",2014,1083.95,"Apartment","East Wall, Dublin 3","1 to 3 bed","East Wall, Dublin 3",47.04,103.8,"0",2014000
"2984",2014,1083.95,"Apartment","East Wall, Dublin 3","All bedrooms","East Wall, Dublin 3",47.04,103.8,"0",2014000
"2985",2014,1084.41,"Terrace house","Walkinstown, Dublin 12","All bedrooms","Walkinstown, Dublin 12",47.04,103.8,"0",2014000
"2986",2014,1085.26,"Apartment","Dublin","All bedrooms","Dublin",47.04,103.8,"0",2014000
"2987",2014,1085.43,"Semi detached house","Swords, Dublin","All bedrooms","Swords, Dublin",47.04,103.8,"0",2014000
"2988",2014,1086.44,"Detached house","Tallaght, Dublin 24","All bedrooms","Tallaght, Dublin 24",47.04,103.8,"0",2014000
"2989",2014,1088.12,"Apartment","Kilmainham , Dublin 8","All bedrooms","Kilmainham , Dublin 8",47.04,103.8,"0",2014000
"2990",2014,1088.24,"Terrace house","Dublin 7","All bedrooms","Dublin 7",47.04,103.8,"0",2014000
"2991",2014,1090.6,"Terrace house","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.04,103.8,"0",2014000
"2992",2014,1095.16,"Semi detached house","Donabate, Dublin","All bedrooms","Donabate, Dublin",47.04,103.8,"0",2014000
"2993",2014,1095.56,"Terrace house","Stoneybatter, Dublin 7","All bedrooms","Stoneybatter, Dublin 7",47.04,103.8,"0",2014000
"2994",2014,1098.18,"Terrace house","South Circular Road, Dublin 8","All bedrooms","South Circular Road, Dublin 8",47.04,103.8,"0",2014000
"2995",2014,1098.33,"Terrace house","Navan Road, Dublin 7","All bedrooms","Navan Road, Dublin 7",47.04,103.8,"0",2014000
"2996",2014,1099.35,"Terrace house","Glasnevin, Dublin 11","All bedrooms","Glasnevin, Dublin 11",47.04,103.8,"0",2014000
"2997",2014,1099.77,"Terrace house","North Strand, Dublin 3","All bedrooms","North Strand, Dublin 3",47.04,103.8,"0",2014000
"2998",2014,1099.84,"Terrace house","The Coombe, Dublin 8","All bedrooms","The Coombe, Dublin 8",47.04,103.8,"0",2014000
"2999",2014,1101.19,"Terrace house","Sutton, Dublin 13","All bedrooms","Sutton, Dublin 13",47.04,103.8,"0",2014000
"3000",2014,1102.17,"Apartment","Rathmines, Dublin 6","All bedrooms","Rathmines, Dublin 6",47.04,103.8,"0",2014000
"3001",2014,1102.57,"Apartment","Dublin 3","All bedrooms","Dublin 3",47.04,103.8,"0",2014000
"3002",2014,1104.69,"Apartment","Aungier Street, Dublin 2","All bedrooms","Aungier Street, Dublin 2",47.04,103.8,"0",2014000
"3003",2014,1104.69,"Apartment","Aungier Street, Dublin 2","1 to 3 bed","Aungier Street, Dublin 2",47.04,103.8,"0",2014000
"3004",2014,1107.06,"Terrace house","North Circular Road, Dublin 7","All bedrooms","North Circular Road, Dublin 7",47.04,103.8,"0",2014000
"3005",2014,1110.52,"Apartment","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",47.04,103.8,"0",2014000
"3006",2014,1110.91,"Terrace house","Dublin 5","All bedrooms","Dublin 5",47.04,103.8,"0",2014000
"3007",2014,1112.35,"Semi detached house","Donaghmede, Dublin 13","All bedrooms","Donaghmede, Dublin 13",47.04,103.8,"0",2014000
"3008",2014,1114.23,"Terrace house","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",47.04,103.8,"0",2014000
"3009",2014,1114.37,"Terrace house","Rialto, Dublin 8","All bedrooms","Rialto, Dublin 8",47.04,103.8,"0",2014000
"3010",2014,1114.52,"Terrace house","Dublin","All bedrooms","Dublin",47.04,103.8,"0",2014000
"3011",2014,1116.3,"Semi detached house","Cabra, Dublin 7","All bedrooms","Cabra, Dublin 7",47.04,103.8,"0",2014000
"3012",2014,1117.09,"Detached house","Dublin 24","All bedrooms","Dublin 24",47.04,103.8,"0",2014000
"3013",2014,1121.11,"Semi detached house","Rathcoole, Dublin","All bedrooms","Rathcoole, Dublin",47.04,103.8,"0",2014000
"3014",2014,1124.81,"Apartment","Clontarf, Dublin 3","All bedrooms","Clontarf, Dublin 3",47.04,103.8,"0",2014000
"3015",2014,1124.93,"Apartment","Stepaside, Dublin 18","All bedrooms","Stepaside, Dublin 18",47.04,103.8,"0",2014000
"3016",2014,1126.31,"Terrace house","Kimmage, Dublin 12","All bedrooms","Kimmage, Dublin 12",47.04,103.8,"0",2014000
"3017",2014,1127.92,"Apartment","Dublin 6W","All bedrooms","Dublin 6W",47.04,103.8,"0",2014000
"3018",2014,1128.29,"Apartment","Churchtown, Dublin 14","1 to 3 bed","Churchtown, Dublin 14",47.04,103.8,"0",2014000
"3019",2014,1128.29,"Apartment","Churchtown, Dublin 14","All bedrooms","Churchtown, Dublin 14",47.04,103.8,"0",2014000
"3020",2014,1129.87,"Semi detached house","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",47.04,103.8,"0",2014000
"3021",2014,1130.22,"Apartment","Dublin 1","All bedrooms","Dublin 1",47.04,103.8,"0",2014000
"3022",2014,1135.25,"Terrace house","Dublin 1","All bedrooms","Dublin 1",47.04,103.8,"0",2014000
"3023",2014,1135.52,"Semi detached house","Artane, Dublin 5","All bedrooms","Artane, Dublin 5",47.04,103.8,"0",2014000
"3024",2014,1135.91,"Apartment","Parnell Street, Dublin 1","All bedrooms","Parnell Street, Dublin 1",47.04,103.8,"0",2014000
"3025",2014,1136.32,"Apartment","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.04,103.8,"0",2014000
"3026",2014,1137.69,"Apartment","Rathfarnham, Dublin 14","All bedrooms","Rathfarnham, Dublin 14",47.04,103.8,"0",2014000
"3027",2014,1138.06,"Semi detached house","Dublin 12","All bedrooms","Dublin 12",47.04,103.8,"0",2014000
"3028",2014,1138.22,"Apartment","Rathfarnham, Dublin 16","All bedrooms","Rathfarnham, Dublin 16",47.04,103.8,"0",2014000
"3029",2014,1138.22,"Apartment","Rathfarnham, Dublin 16","1 to 3 bed","Rathfarnham, Dublin 16",47.04,103.8,"0",2014000
"3030",2014,1138.29,"Terrace house","Santry, Dublin 9","All bedrooms","Santry, Dublin 9",47.04,103.8,"0",2014000
"3031",2014,1140.27,"Terrace house","Phibsboro, Dublin 7","All bedrooms","Phibsboro, Dublin 7",47.04,103.8,"0",2014000
"3032",2014,1140.4,"Terrace house","Dublin 3","All bedrooms","Dublin 3",47.04,103.8,"0",2014000
"3033",2014,1143.97,"Apartment","Cabinteely, Dublin","1 to 3 bed","Cabinteely, Dublin",47.04,103.8,"0",2014000
"3034",2014,1143.97,"Apartment","Cabinteely, Dublin","All bedrooms","Cabinteely, Dublin",47.04,103.8,"0",2014000
"3035",2014,1144,"Terrace house","Dublin 8","All bedrooms","Dublin 8",47.04,103.8,"0",2014000
"3036",2014,1145.35,"Terrace house","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",47.04,103.8,"0",2014000
"3037",2014,1145.53,"Semi detached house","Firhouse, Dublin 24","All bedrooms","Firhouse, Dublin 24",47.04,103.8,"0",2014000
"3038",2014,1145.53,"Semi detached house","Celbridge, Kildare","Four plus bed","Firhouse, Dublin 24",47.04,103.8,"0",2014000
"3039",2014,1146.14,"Semi detached house","Walkinstown, Dublin 12","All bedrooms","Walkinstown, Dublin 12",47.04,103.8,"0",2014000
"3040",2014,1147.07,"Semi detached house","Inchicore, Dublin 8","All bedrooms","Inchicore, Dublin 8",47.04,103.8,"0",2014000
"3041",2014,1152.74,"Apartment","Irishtown, Dublin 4","1 to 2 bed","Irishtown, Dublin 4",47.04,103.8,"0",2014000
"3042",2014,1152.74,"Apartment","Irishtown, Dublin 4","All bedrooms","Irishtown, Dublin 4",47.04,103.8,"0",2014000
"3043",2014,1152.74,"Apartment","Irishtown, Dublin 4","1 to 3 bed","Irishtown, Dublin 4",47.04,103.8,"0",2014000
"3044",2014,1152.79,"Terrace house","Raheny, Dublin 5","All bedrooms","Raheny, Dublin 5",47.04,103.8,"0",2014000
"3045",2014,1153.33,"Terrace house","Saggart, Dublin","All bedrooms","Saggart, Dublin",47.04,103.8,"0",2014000
"3046",2014,1153.89,"Terrace house","Arbour Hill, Dublin 7","All bedrooms","Arbour Hill, Dublin 7",47.04,103.8,"0",2014000
"3047",2014,1158.36,"Apartment","Stepaside, Dublin","1 to 3 bed","Stepaside, Dublin",47.04,103.8,"0",2014000
"3048",2014,1158.36,"Apartment","Stepaside, Dublin","All bedrooms","Stepaside, Dublin",47.04,103.8,"0",2014000
"3049",2014,1159.53,"Apartment","Sandycove, Dublin","All bedrooms","Sandycove, Dublin",47.04,103.8,"0",2014000
"3050",2014,1159.53,"Apartment","Sandycove, Dublin","1 to 3 bed","Sandycove, Dublin",47.04,103.8,"0",2014000
"3051",2014,1161.94,"Apartment","Tara Street, Dublin 2","All bedrooms","Tara Street, Dublin 2",47.04,103.8,"0",2014000
"3052",2014,1162,"Terrace house","Dublin 13","All bedrooms","Dublin 13",47.04,103.8,"0",2014000
"3053",2014,1166.09,"Apartment","Drumcondra, Dublin 9","All bedrooms","Drumcondra, Dublin 9",47.04,103.8,"0",2014000
"3054",2014,1171.43,"Terrace house","Whitehall, Dublin 9","All bedrooms","Whitehall, Dublin 9",47.04,103.8,"0",2014000
"3055",2014,1171.65,"Semi detached house","Castleknock, Dublin 15","All bedrooms","Castleknock, Dublin 15",47.04,103.8,"0",2014000
"3056",2014,1172.9,"Terrace house","Shankill, Dublin","All bedrooms","Shankill, Dublin",47.04,103.8,"0",2014000
"3057",2014,1172.95,"Semi detached house","Dublin 5","All bedrooms","Dublin 5",47.04,103.8,"0",2014000
"3058",2014,1173.92,"Semi detached house","Whitehall, Dublin 9","All bedrooms","Whitehall, Dublin 9",47.04,103.8,"0",2014000
"3059",2014,1175.16,"Apartment","Cabinteely, Dublin 18","All bedrooms","Cabinteely, Dublin 18",47.04,103.8,"0",2014000
"3060",2014,1175.82,"Apartment","Terenure, Dublin 6","All bedrooms","Terenure, Dublin 6",47.04,103.8,"0",2014000
"3061",2014,1184.48,"Apartment","Smithfield, Dublin 7","All bedrooms","Smithfield, Dublin 7",47.04,103.8,"0",2014000
"3062",2014,1186.01,"Apartment","Dublin 6","All bedrooms","Dublin 6",47.04,103.8,"0",2014000
"3063",2014,1186.2,"Semi detached house","Baldoyle, Dublin 13","All bedrooms","Baldoyle, Dublin 13",47.04,103.8,"0",2014000
"3064",2014,1188.16,"Apartment","Drimnagh, Dublin 12","All bedrooms","Drimnagh, Dublin 12",47.04,103.8,"0",2014000
"3065",2014,1188.16,"Apartment","Drimnagh, Dublin 12","1 to 3 bed","Drimnagh, Dublin 12",47.04,103.8,"0",2014000
"3066",2014,1189.52,"Semi detached house","Ballycullen, Dublin 24","All bedrooms","Ballycullen, Dublin 24",47.04,103.8,"0",2014000
"3067",2014,1190.27,"Semi detached house","Dublin 7","All bedrooms","Dublin 7",47.04,103.8,"0",2014000
"3068",2014,1193.47,"Semi detached house","Saggart, Dublin","All bedrooms","Saggart, Dublin",47.04,103.8,"0",2014000
"3069",2014,1193.89,"Semi detached house","Dublin","All bedrooms","Dublin",47.04,103.8,"0",2014000
