PropertyType,Location,Year,Rent,CPI,Price-Rent-Ratio,VacancyRate,HousingStock
Other flats,"Phibsboro, Dublin 7",2011,520.45,45.94,97.2,8.30%,1999000
Other flats,Dublin 8,2011,573.9,45.94,97.2,8.30%,1999000
Other flats,"Inchicore, Dublin 8",2011,574.61,45.94,97.2,8.30%,1999000
Other flats,"Kilmainham , Dublin 8",2011,604.85,45.94,97.2,8.30%,1999000
Other flats,"Portobello, Dublin 8",2011,597.7,45.94,97.2,8.30%,1999000
Other flats,"Rialto, Dublin 8",2011,0,45.94,97.2,8.30%,1999000
Other flats,"South Circular Road, Dublin 8",2011,563.96,45.94,97.2,8.30%,1999000
Other flats,Dublin 9,2011,546.7,45.94,97.2,8.30%,1999000
Other flats,"Drumcondra, Dublin 9",2011,541.28,45.94,97.2,8.30%,1999000
Other flats,"Glasnevin, Dublin 9",2011,500.58,45.94,97.2,8.30%,1999000
Other flats,Dublin 11,2011,648.36,45.94,97.2,8.30%,1999000
Other flats,"Finglas, Dublin 11",2011,620,45.94,97.2,8.30%,1999000
Other flats,Dublin 12,2011,607.68,45.94,97.2,8.30%,1999000
Other flats,"Crumlin, Dublin 12",2011,682.96,45.94,97.2,8.30%,1999000
Other flats,"Kimmage, Dublin 12",2011,551.03,45.94,97.2,8.30%,1999000
Other flats,Dublin 14,2011,763.18,45.94,97.2,8.30%,1999000
Detached house,Dublin,2012,1572.69,46.72,88.7,0,2003000
Detached house,"Blackrock, Dublin",2012,1631.29,46.72,88.7,0,2003000
Detached house,"Killiney, Dublin",2012,0,46.72,88.7,0,2003000
Detached house,"Lucan, Dublin",2012,1324.62,46.72,88.7,0,2003000
Detached house,"Malahide, Dublin",2012,0,46.72,88.7,0,2003000
Detached house,"Stillorgan, Dublin",2012,1620.79,46.72,88.7,0,2003000
Detached house,"Swords, Dublin",2012,1287,46.72,88.7,0,2003000
Detached house,Dublin 4,2012,2227.2,46.72,88.7,0,2003000
Detached house,"Ballsbridge, Dublin 4",2012,2045.14,46.72,88.7,0,2003000
Detached house,Dublin 5,2012,1184.95,46.72,88.7,0,2003000
Detached house,Dublin 6,2012,1902.63,46.72,88.7,0,2003000
Detached house,Dublin 7,2012,1159.41,46.72,88.7,0,2003000
Detached house,Dublin 9,2012,1353.68,46.72,88.7,0,2003000
Detached house,Dublin 12,2012,0,46.72,88.7,0,2003000
Detached house,Dublin 13,2012,1501.46,46.72,88.7,0,2003000
Detached house,Dublin 14,2012,1799.22,46.72,88.7,0,2003000
Detached house,"Rathfarnham, Dublin 14",2012,0,46.72,88.7,0,2003000
Detached house,Dublin 15,2012,1205.8,46.72,88.7,0,2003000
Detached house,"Castleknock, Dublin 15",2012,1283.89,46.72,88.7,0,2003000
Detached house,"Clonsilla, Dublin 15",2012,0,46.72,88.7,0,2003000
Detached house,Dublin 16,2012,1443.6,46.72,88.7,0,2003000
Detached house,Dublin 18,2012,2065.31,46.72,88.7,0,2003000
Detached house,"Foxrock, Dublin 18",2012,2130.43,46.72,88.7,0,2003000
Detached house,Dublin 24,2012,1019.11,46.72,88.7,0,2003000
Detached house,"Tallaght, Dublin 24",2012,976.56,46.72,88.7,0,2003000
Semi detached house,Dublin,2012,1122.92,46.72,88.7,0,2003000
Semi detached house,"Balbriggan, Dublin",2012,842.69,46.72,88.7,0,2003000
Semi detached house,"Blackrock, Dublin",2012,1444.11,46.72,88.7,0,2003000
Semi detached house,"Booterstown, Dublin",2012,1645.73,46.72,88.7,0,2003000
Semi detached house,"Citywest, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Dalkey, Dublin",2012,1347.22,46.72,88.7,0,2003000
Semi detached house,"Donabate, Dublin",2012,1026.67,46.72,88.7,0,2003000
Semi detached house,"Dun Laoghaire, Dublin",2012,1275.23,46.72,88.7,0,2003000
Semi detached house,"Glenageary, Dublin",2012,1379.11,46.72,88.7,0,2003000
Semi detached house,"Killiney, Dublin",2012,1168.47,46.72,88.7,0,2003000
Semi detached house,"Kinsealy, Dublin",2012,1032.52,46.72,88.7,0,2003000
Semi detached house,"Lucan, Dublin",2012,1018.91,46.72,88.7,0,2003000
Semi detached house,"Lusk, Dublin",2012,944.74,46.72,88.7,0,2003000
Semi detached house,"Malahide, Dublin",2012,1307.4,46.72,88.7,0,2003000
Semi detached house,"Monkstown, Dublin",2012,1311.59,46.72,88.7,0,2003000
Semi detached house,"Mount Merrion, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Portmarnock, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Rathcoole, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Rush, Dublin",2012,911.16,46.72,88.7,0,2003000
Semi detached house,"Saggart, Dublin",2012,1065.61,46.72,88.7,0,2003000
Semi detached house,"Sandycove, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Shankill, Dublin",2012,1188.99,46.72,88.7,0,2003000
Semi detached house,"Skerries, Dublin",2012,937.22,46.72,88.7,0,2003000
Semi detached house,"Stepaside, Dublin",2012,0,46.72,88.7,0,2003000
Semi detached house,"Stillorgan, Dublin",2012,1429.99,46.72,88.7,0,2003000
Semi detached house,"Swords, Dublin",2012,1022.86,46.72,88.7,0,2003000
Semi detached house,Dublin 1,2012,1100.43,46.72,88.7,0,2003000
Semi detached house,Dublin 3,2012,1224.4,46.72,88.7,0,2003000
Semi detached house,"Clonliffe, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"Clontarf, Dublin 3",2012,1383.33,46.72,88.7,0,2003000
Semi detached house,"Drumcondra, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"East Wall, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"Eastwall, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"Fairview, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"Marino, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,"North Strand, Dublin 3",2012,0,46.72,88.7,0,2003000
Semi detached house,Dublin 4,2012,1781.1,46.72,88.7,0,2003000
Semi detached house,"Ballsbridge, Dublin 4",2012,1807.68,46.72,88.7,0,2003000
Semi detached house,"Donnybrook, Dublin 4",2012,1843.41,46.72,88.7,0,2003000
Semi detached house,"Ringsend, Dublin 4",2012,0,46.72,88.7,0,2003000
Semi detached house,"Sandymount, Dublin 4",2012,1732.1,46.72,88.7,0,2003000
Semi detached house,Dublin 5,2012,1092.65,46.72,88.7,0,2003000
Semi detached house,"Artane, Dublin 5",2012,1083.97,46.72,88.7,0,2003000
Semi detached house,"Killester, Dublin 5",2012,1120.61,46.72,88.7,0,2003000
Semi detached house,"Raheny, Dublin 5",2012,1105.44,46.72,88.7,0,2003000
Semi detached house,Dublin 6,2012,1526.88,46.72,88.7,0,2003000
Semi detached house,"Harolds Cross, Dublin 6",2012,0,46.72,88.7,0,2003000
Semi detached house,"Milltown, Dublin 6",2012,0,46.72,88.7,0,2003000
Semi detached house,"Ranelagh, Dublin 6",2012,1566.5,46.72,88.7,0,2003000
Semi detached house,"Rathgar, Dublin 6",2012,1643.27,46.72,88.7,0,2003000
Semi detached house,"Rathmines, Dublin 6",2012,1450.95,46.72,88.7,0,2003000
Semi detached house,"Terenure, Dublin 6",2012,0,46.72,88.7,0,2003000
Semi detached house,Dublin 6W,2012,1379.03,46.72,88.7,0,2003000
Semi detached house,"Harolds Cross, Dublin 6W",2012,1450.1,46.72,88.7,0,2003000
Semi detached house,"Templeogue, Dublin 6W",2012,1324.34,46.72,88.7,0,2003000
Semi detached house,"Terenure, Dublin 6W",2012,1386.36,46.72,88.7,0,2003000
Semi detached house,Dublin 7,2012,1097.55,46.72,88.7,0,2003000
Semi detached house,"Arbour Hill, Dublin 7",2012,0,46.72,88.7,0,2003000
Semi detached house,"Cabra, Dublin 7",2012,1016.05,46.72,88.7,0,2003000
Semi detached house,"Navan Road, Dublin 7",2012,1143.17,46.72,88.7,0,2003000
Semi detached house,"North Circular Road, Dublin 7",2012,0,46.72,88.7,0,2003000
Semi detached house,"Phibsboro, Dublin 7",2012,1147.68,46.72,88.7,0,2003000
Semi detached house,"Smithfield, Dublin 7",2012,0,46.72,88.7,0,2003000
Semi detached house,"Stoneybatter, Dublin 7",2012,0,46.72,88.7,0,2003000
Semi detached house,Dublin 8,2012,1127.56,46.72,88.7,0,2003000
Semi detached house,"Inchicore, Dublin 8",2012,1027.02,46.72,88.7,0,2003000
Semi detached house,"Kilmainham , Dublin 8",2012,0,46.72,88.7,0,2003000
Semi detached house,Dublin 9,2012,1158.66,46.72,88.7,0,2003000
Semi detached house,"Beaumont, Dublin 9",2012,1104.6,46.72,88.7,0,2003000
Semi detached house,"Drumcondra, Dublin 9",2012,1186.24,46.72,88.7,0,2003000
Semi detached house,"Glasnevin, Dublin 9",2012,1318.06,46.72,88.7,0,2003000
Semi detached house,"Santry, Dublin 9",2012,1080.48,46.72,88.7,0,2003000
Semi detached house,"Whitehall, Dublin 9",2012,1155.2,46.72,88.7,0,2003000
Semi detached house,Dublin 10,2012,923.38,46.72,88.7,0,2003000
Semi detached house,"Ballyfermot, Dublin 10",2012,907.89,46.72,88.7,0,2003000
Semi detached house,Dublin 11,2012,1016.47,46.72,88.7,0,2003000
Semi detached house,"Finglas, Dublin 11",2012,937.88,46.72,88.7,0,2003000
Semi detached house,"Glasnevin, Dublin 11",2012,1124.16,46.72,88.7,0,2003000
Semi detached house,Dublin 12,2012,1044.5,46.72,88.7,0,2003000
Semi detached house,"Crumlin, Dublin 12",2012,1067.42,46.72,88.7,0,2003000
Semi detached house,"Drimnagh, Dublin 12",2012,980.62,46.72,88.7,0,2003000
Semi detached house,"Kimmage, Dublin 12",2012,0,46.72,88.7,0,2003000
Semi detached house,"Walkinstown, Dublin 12",2012,978.86,46.72,88.7,0,2003000
Semi detached house,Dublin 13,2012,1106.96,46.72,88.7,0,2003000
Semi detached house,"Baldoyle, Dublin 13",2012,1121.22,46.72,88.7,0,2003000
Semi detached house,"Donaghmede, Dublin 13",2012,1081.7,46.72,88.7,0,2003000
Semi detached house,"Sutton, Dublin 13",2012,1264.61,46.72,88.7,0,2003000
Semi detached house,Dublin 14,2012,1439.44,46.72,88.7,0,2003000
Semi detached house,"Churchtown, Dublin 14",2012,1454.45,46.72,88.7,0,2003000
Semi detached house,"Clonskeagh, Dublin 14",2012,1591.61,46.72,88.7,0,2003000
Semi detached house,"Dundrum, Dublin 14",2012,1369.38,46.72,88.7,0,2003000
Semi detached house,"Goatstown, Dublin 14",2012,1612.22,46.72,88.7,0,2003000
Semi detached house,"Rathfarnham, Dublin 14",2012,1268.66,46.72,88.7,0,2003000
Semi detached house,Dublin 15,2012,1012.2,46.72,88.7,0,2003000
Semi detached house,"Blanchardstown, Dublin 15",2012,962.39,46.72,88.7,0,2003000
Semi detached house,"Carpenterstown, Dublin 15",2012,0,46.72,88.7,0,2003000
Semi detached house,"Castleknock, Dublin 15",2012,1067.01,46.72,88.7,0,2003000
Semi detached house,"Clonee, Dublin 15",2012,1012.74,46.72,88.7,0,2003000
Semi detached house,"Clonsilla, Dublin 15",2012,1000.63,46.72,88.7,0,2003000
Semi detached house,"Mulhuddart, Dublin 15",2012,931.49,46.72,88.7,0,2003000
Semi detached house,"Tyrrelstown, Dublin 15",2012,995.42,46.72,88.7,0,2003000
Semi detached house,Dublin 16,2012,1215.2,46.72,88.7,0,2003000
Semi detached house,"Ballinteer, Dublin 16",2012,1231.1,46.72,88.7,0,2003000
Semi detached house,"Dundrum, Dublin 16",2012,0,46.72,88.7,0,2003000
Semi detached house,"Knocklyon, Dublin 16",2012,1165.12,46.72,88.7,0,2003000
Semi detached house,"Rathfarnham, Dublin 16",2012,1244.91,46.72,88.7,0,2003000
Semi detached house,"Sandyford, Dublin 16",2012,0,46.72,88.7,0,2003000
Semi detached house,Dublin 17,2012,1008.45,46.72,88.7,0,2003000
Semi detached house,Dublin 18,2012,1360.68,46.72,88.7,0,2003000
Semi detached house,"Cabinteely, Dublin 18",2012,1317.03,46.72,88.7,0,2003000
Semi detached house,"Foxrock, Dublin 18",2012,1539.65,46.72,88.7,0,2003000
Semi detached house,"Leopardstown, Dublin 18",2012,1324.56,46.72,88.7,0,2003000
Semi detached house,"Sandyford, Dublin 18",2012,1316.29,46.72,88.7,0,2003000
Semi detached house,Dublin 20,2012,988.79,46.72,88.7,0,2003000
Semi detached house,"Palmerstown, Dublin 20",2012,963.33,46.72,88.7,0,2003000
Semi detached house,"Clondalkin, Dublin 22",2012,930.91,46.72,88.7,0,2003000
Semi detached house,Dublin 24,2012,982.15,46.72,88.7,0,2003000
Semi detached house,"Ballycullen, Dublin 24",2012,1076.25,46.72,88.7,0,2003000
Semi detached house,"Firhouse, Dublin 24",2012,1052.48,46.72,88.7,0,2003000
Semi detached house,"Tallaght, Dublin 24",2012,958.58,46.72,88.7,0,2003000
Terrace house,Dublin,2012,1032.59,46.72,88.7,0,2003000
Terrace house,"Balbriggan, Dublin",2012,797.8,46.72,88.7,0,2003000
Terrace house,"Blackrock, Dublin",2012,1274.82,46.72,88.7,0,2003000
Terrace house,"Booterstown, Dublin",2012,1348.78,46.72,88.7,0,2003000
Terrace house,"Dalkey, Dublin",2012,1266.38,46.72,88.7,0,2003000
Terrace house,"Dun Laoghaire, Dublin",2012,1065.76,46.72,88.7,0,2003000
Terrace house,"Killiney, Dublin",2012,0,46.72,88.7,0,2003000
Terrace house,"Lucan, Dublin",2012,954.91,46.72,88.7,0,2003000
Terrace house,"Lusk, Dublin",2012,869.84,46.72,88.7,0,2003000
Terrace house,"Malahide, Dublin",2012,1378.56,46.72,88.7,0,2003000
Terrace house,"Monkstown, Dublin",2012,1222.54,46.72,88.7,0,2003000
Terrace house,"Rush, Dublin",2012,837.81,46.72,88.7,0,2003000
Terrace house,"Saggart, Dublin",2012,1021.59,46.72,88.7,0,2003000
Terrace house,"Sandycove, Dublin",2012,1244.7,46.72,88.7,0,2003000
Terrace house,"Shankill, Dublin",2012,0,46.72,88.7,0,2003000
Terrace house,"Skerries, Dublin",2012,877.02,46.72,88.7,0,2003000
Terrace house,"Stillorgan, Dublin",2012,1308.26,46.72,88.7,0,2003000
Terrace house,"Swords, Dublin",2012,981.91,46.72,88.7,0,2003000
Terrace house,Dublin 1,2012,1095.55,46.72,88.7,0,2003000
Terrace house,Dublin 2,2012,1686.75,46.72,88.7,0,2003000
Terrace house,Dublin 3,2012,1040,46.72,88.7,0,2003000
Terrace house,"Clonliffe, Dublin 3",2012,0,46.72,88.7,0,2003000
Terrace house,"Clontarf, Dublin 3",2012,1191.05,46.72,88.7,0,2003000
Terrace house,"Drumcondra, Dublin 3",2012,1011.18,46.72,88.7,0,2003000
Terrace house,"East Wall, Dublin 3",2012,918.02,46.72,88.7,0,2003000
Terrace house,"Eastwall, Dublin 3",2012,860.63,46.72,88.7,0,2003000
Terrace house,"Fairview, Dublin 3",2012,1159.67,46.72,88.7,0,2003000
Terrace house,"Marino, Dublin 3",2012,1141.89,46.72,88.7,0,2003000
Terrace house,"North Strand, Dublin 3",2012,915.65,46.72,88.7,0,2003000
Terrace house,Dublin 4,2012,1501.7,46.72,88.7,0,2003000
Terrace house,"Ballsbridge, Dublin 4",2012,1676.72,46.72,88.7,0,2003000
Terrace house,"Donnybrook, Dublin 4",2012,1503.66,46.72,88.7,0,2003000
Terrace house,"Irishtown, Dublin 4",2012,1307.79,46.72,88.7,0,2003000
Terrace house,"Ringsend, Dublin 4",2012,1170.55,46.72,88.7,0,2003000
Terrace house,"Sandymount, Dublin 4",2012,1540.87,46.72,88.7,0,2003000
Terrace house,Dublin 5,2012,1061.98,46.72,88.7,0,2003000
Terrace house,"Artane, Dublin 5",2012,1117.41,46.72,88.7,0,2003000
Terrace house,"Killester, Dublin 5",2012,1094.19,46.72,88.7,0,2003000
Terrace house,"Raheny, Dublin 5",2012,1099.72,46.72,88.7,0,2003000
Terrace house,Dublin 6,2012,1419.84,46.72,88.7,0,2003000
Terrace house,"Harolds Cross, Dublin 6",2012,1160.82,46.72,88.7,0,2003000
Terrace house,"Milltown, Dublin 6",2012,1325.73,46.72,88.7,0,2003000
Terrace house,"Ranelagh, Dublin 6",2012,1570.68,46.72,88.7,0,2003000
Terrace house,"Rathgar, Dublin 6",2012,1298.42,46.72,88.7,0,2003000
Terrace house,"Rathmines, Dublin 6",2012,1414.78,46.72,88.7,0,2003000
Terrace house,"Terenure, Dublin 6",2012,1286.17,46.72,88.7,0,2003000
Terrace house,Dublin 6W,2012,1216.84,46.72,88.7,0,2003000
Terrace house,"Harolds Cross, Dublin 6W",2012,1202.52,46.72,88.7,0,2003000
Terrace house,"Terenure, Dublin 6W",2012,1218.64,46.72,88.7,0,2003000
Terrace house,Dublin 7,2012,1033.87,46.72,88.7,0,2003000
Terrace house,"Arbour Hill, Dublin 7",2012,1085.78,46.72,88.7,0,2003000
Terrace house,"Cabra, Dublin 7",2012,906.84,46.72,88.7,0,2003000
Terrace house,"Navan Road, Dublin 7",2012,991.49,46.72,88.7,0,2003000
Terrace house,"North Circular Road, Dublin 7",2012,0,46.72,88.7,0,2003000
Terrace house,"Phibsboro, Dublin 7",2012,1196.38,46.72,88.7,0,2003000
Terrace house,"Smithfield, Dublin 7",2012,0,46.72,88.7,0,2003000
Terrace house,"Stoneybatter, Dublin 7",2012,995.6,46.72,88.7,0,2003000
Terrace house,Dublin 8,2012,1059.37,46.72,88.7,0,2003000
Terrace house,"Inchicore, Dublin 8",2012,964.91,46.72,88.7,0,2003000
Terrace house,"Kilmainham , Dublin 8",2012,1161.94,46.72,88.7,0,2003000
Terrace house,"Portobello, Dublin 8",2012,1205.1,46.72,88.7,0,2003000
Terrace house,"Rialto, Dublin 8",2012,1054.69,46.72,88.7,0,2003000
Terrace house,"South Circular Road, Dublin 8",2012,1006.99,46.72,88.7,0,2003000
Terrace house,"The Coombe, Dublin 8",2012,0,46.72,88.7,0,2003000
Terrace house,Dublin 9,2012,1135.88,46.72,88.7,0,2003000
Terrace house,"Beaumont, Dublin 9",2012,1119.34,46.72,88.7,0,2003000
Terrace house,"Drumcondra, Dublin 9",2012,1184.69,46.72,88.7,0,2003000
Terrace house,"Glasnevin, Dublin 9",2012,1130.71,46.72,88.7,0,2003000
Terrace house,"Santry, Dublin 9",2012,1003.16,46.72,88.7,0,2003000
Terrace house,"Whitehall, Dublin 9",2012,1023.76,46.72,88.7,0,2003000
Terrace house,Dublin 10,2012,876.09,46.72,88.7,0,2003000
Terrace house,"Ballyfermot, Dublin 10",2012,914.38,46.72,88.7,0,2003000
Terrace house,Dublin 11,2012,984.15,46.72,88.7,0,2003000
Terrace house,"Finglas, Dublin 11",2012,934.2,46.72,88.7,0,2003000
Terrace house,"Glasnevin, Dublin 11",2012,1182.16,46.72,88.7,0,2003000
Terrace house,Dublin 12,2012,977.48,46.72,88.7,0,2003000
Terrace house,"Crumlin, Dublin 12",2012,959.48,46.72,88.7,0,2003000
Terrace house,"Drimnagh, Dublin 12",2012,955.15,46.72,88.7,0,2003000
Terrace house,"Kimmage, Dublin 12",2012,1039.13,46.72,88.7,0,2003000
Terrace house,"Walkinstown, Dublin 12",2012,1022.44,46.72,88.7,0,2003000
Terrace house,Dublin 13,2012,1091.11,46.72,88.7,0,2003000
Terrace house,"Baldoyle, Dublin 13",2012,1000.54,46.72,88.7,0,2003000
Terrace house,"Balgriffin, Dublin 13",2012,1220.56,46.72,88.7,0,2003000
Terrace house,"Clongriffin, Dublin 13",2012,0,46.72,88.7,0,2003000
Terrace house,"Sutton, Dublin 13",2012,1054.44,46.72,88.7,0,2003000
Terrace house,Dublin 14,2012,1289.14,46.72,88.7,0,2003000
Terrace house,"Churchtown, Dublin 14",2012,1258.43,46.72,88.7,0,2003000
Terrace house,"Clonskeagh, Dublin 14",2012,1405.75,46.72,88.7,0,2003000
Terrace house,"Dundrum, Dublin 14",2012,1264.26,46.72,88.7,0,2003000
Terrace house,"Rathfarnham, Dublin 14",2012,1181.98,46.72,88.7,0,2003000
Terrace house,Dublin 15,2012,962.41,46.72,88.7,0,2003000
Terrace house,"Blanchardstown, Dublin 15",2012,900.77,46.72,88.7,0,2003000
Terrace house,"Castleknock, Dublin 15",2012,1010.32,46.72,88.7,0,2003000
Terrace house,"Clonee, Dublin 15",2012,914.1,46.72,88.7,0,2003000
Terrace house,"Clonsilla, Dublin 15",2012,907.69,46.72,88.7,0,2003000
Terrace house,"Mulhuddart, Dublin 15",2012,902.44,46.72,88.7,0,2003000
Terrace house,"Ongar, Dublin 15",2012,944.52,46.72,88.7,0,2003000
Terrace house,"Tyrrelstown, Dublin 15",2012,984.44,46.72,88.7,0,2003000
Terrace house,Dublin 16,2012,1128.4,46.72,88.7,0,2003000
Terrace house,"Rathfarnham, Dublin 16",2012,1083.28,46.72,88.7,0,2003000
Terrace house,Dublin 17,2012,983.31,46.72,88.7,0,2003000
Terrace house,Dublin 18,2012,1288.15,46.72,88.7,0,2003000
Terrace house,"Foxrock, Dublin 18",2012,1369.53,46.72,88.7,0,2003000
Terrace house,"Sandyford, Dublin 18",2012,0,46.72,88.7,0,2003000
Terrace house,"Stepaside, Dublin 18",2012,1307.5,46.72,88.7,0,2003000
Terrace house,Dublin 20,2012,954.52,46.72,88.7,0,2003000
Terrace house,"Chapelizod, Dublin 20",2012,978.86,46.72,88.7,0,2003000
Terrace house,"Palmerstown, Dublin 20",2012,923.5,46.72,88.7,0,2003000
Terrace house,"Clondalkin, Dublin 22",2012,913.94,46.72,88.7,0,2003000
Terrace house,Dublin 24,2012,949.12,46.72,88.7,0,2003000
Terrace house,"Firhouse, Dublin 24",2012,986.72,46.72,88.7,0,2003000
Terrace house,"Tallaght, Dublin 24",2012,930.53,46.72,88.7,0,2003000
Apartment,Dublin,2012,989.03,46.72,88.7,0,2003000
Apartment,"Balbriggan, Dublin",2012,695.65,46.72,88.7,0,2003000
Apartment,"Blackrock, Dublin",2012,1118.51,46.72,88.7,0,2003000
Apartment,"Booterstown, Dublin",2012,1128.97,46.72,88.7,0,2003000
Apartment,"Cabinteely, Dublin",2012,1006.11,46.72,88.7,0,2003000
Apartment,"Citywest, Dublin",2012,918.75,46.72,88.7,0,2003000
Apartment,"Dalkey, Dublin",2012,1190.24,46.72,88.7,0,2003000
Apartment,"Donabate, Dublin",2012,755.21,46.72,88.7,0,2003000
Apartment,"Dun Laoghaire, Dublin",2012,1078.11,46.72,88.7,0,2003000
Apartment,"Howth, Dublin",2012,1138.39,46.72,88.7,0,2003000
Apartment,"Killiney, Dublin",2012,1399.71,46.72,88.7,0,2003000
Apartment,"Kinsealy, Dublin",2012,825.31,46.72,88.7,0,2003000
Apartment,"Lucan, Dublin",2012,876.87,46.72,88.7,0,2003000
Apartment,"Lusk, Dublin",2012,702.5,46.72,88.7,0,2003000
Apartment,"Malahide, Dublin",2012,1128.16,46.72,88.7,0,2003000
Apartment,"Monkstown, Dublin",2012,980.74,46.72,88.7,0,2003000
Apartment,"Mount Merrion, Dublin",2012,0,46.72,88.7,0,2003000
Apartment,"Portmarnock, Dublin",2012,948.25,46.72,88.7,0,2003000
Apartment,"Rathcoole, Dublin",2012,798.33,46.72,88.7,0,2003000
Apartment,"Rush, Dublin",2012,757.07,46.72,88.7,0,2003000
Apartment,"Saggart, Dublin",2012,881.17,46.72,88.7,0,2003000
Apartment,"Sandycove, Dublin",2012,1039.94,46.72,88.7,0,2003000
Apartment,"Shankill, Dublin",2012,968.02,46.72,88.7,0,2003000
Apartment,"Skerries, Dublin",2012,819.13,46.72,88.7,0,2003000
Apartment,"Stepaside, Dublin",2012,1017.47,46.72,88.7,0,2003000
Apartment,"Stillorgan, Dublin",2012,1168.78,46.72,88.7,0,2003000
Apartment,"Swords, Dublin",2012,863.32,46.72,88.7,0,2003000
Apartment,Dublin 1,2012,1011.3,46.72,88.7,0,2003000
Apartment,"I.F.S.C., Dublin 1",2012,1241.3,46.72,88.7,0,2003000
Apartment,"Parnell Street, Dublin 1",2012,1063.67,46.72,88.7,0,2003000
Apartment,"Spencer Dock, Dublin 1",2012,1415.37,46.72,88.7,0,2003000
Apartment,"Summerhill, Dublin 1",2012,1065.98,46.72,88.7,0,2003000
Apartment,Dublin 2,2012,1189.18,46.72,88.7,0,2003000
Apartment,"Aungier Street, Dublin 2",2012,971.67,46.72,88.7,0,2003000
Apartment,"Charlemont Street, Dublin 2",2012,1312.78,46.72,88.7,0,2003000
Apartment,"Grand Canal Dock, Dublin 2",2012,1504.7,46.72,88.7,0,2003000
Apartment,"Grand Canal Square, Dublin 2",2012,1780.91,46.72,88.7,0,2003000
Apartment,"Hanover Quay, Dublin 2",2012,1522.16,46.72,88.7,0,2003000
Apartment,"Lower Mount Street, Dublin 2",2012,1073.21,46.72,88.7,0,2003000
Apartment,"Pearse Street, Dublin 2",2012,1058.69,46.72,88.7,0,2003000
Apartment,"Tara Street, Dublin 2",2012,976.43,46.72,88.7,0,2003000
Apartment,"Temple Bar, Dublin 2",2012,1146.45,46.72,88.7,0,2003000
Apartment,"Townsend Street, Dublin 2",2012,1116.52,46.72,88.7,0,2003000
Apartment,Dublin 3,2012,985.36,46.72,88.7,0,2003000
Apartment,"Clonliffe, Dublin 3",2012,849.23,46.72,88.7,0,2003000
Apartment,"Clontarf, Dublin 3",2012,995.04,46.72,88.7,0,2003000
Apartment,"Drumcondra, Dublin 3",2012,0,46.72,88.7,0,2003000
Apartment,"East Wall, Dublin 3",2012,991.95,46.72,88.7,0,2003000
Apartment,"Eastwall, Dublin 3",2012,0,46.72,88.7,0,2003000
Apartment,"Fairview, Dublin 3",2012,988.72,46.72,88.7,0,2003000
Apartment,"Marino, Dublin 3",2012,0,46.72,88.7,0,2003000
Apartment,"North Strand, Dublin 3",2012,0,46.72,88.7,0,2003000
Apartment,Dublin 4,2012,1247.9,46.72,88.7,0,2003000
Apartment,"Ballsbridge, Dublin 4",2012,1346.03,46.72,88.7,0,2003000
Apartment,"Donnybrook, Dublin 4",2012,1157.34,46.72,88.7,0,2003000
Apartment,"Irishtown, Dublin 4",2012,0,46.72,88.7,0,2003000
Apartment,"Merrion, Dublin 4",2012,1210.96,46.72,88.7,0,2003000
Apartment,"Pembroke, Dublin 4",2012,1247.01,46.72,88.7,0,2003000
Apartment,"Ringsend, Dublin 4",2012,1161.06,46.72,88.7,0,2003000
Apartment,"Sandymount, Dublin 4",2012,1251.29,46.72,88.7,0,2003000
Apartment,Dublin 5,2012,933.83,46.72,88.7,0,2003000
Apartment,"Artane, Dublin 5",2012,911.9,46.72,88.7,0,2003000
Apartment,"Killester, Dublin 5",2012,875.93,46.72,88.7,0,2003000
Apartment,"Raheny, Dublin 5",2012,952.95,46.72,88.7,0,2003000
Apartment,Dublin 6,2012,1057.9,46.72,88.7,0,2003000
Apartment,"Dartry, Dublin 6",2012,1187.69,46.72,88.7,0,2003000
Apartment,"Harolds Cross, Dublin 6",2012,0,46.72,88.7,0,2003000
Apartment,"Milltown, Dublin 6",2012,1299.5,46.72,88.7,0,2003000
Apartment,"Ranelagh, Dublin 6",2012,1046.5,46.72,88.7,0,2003000
Apartment,"Rathgar, Dublin 6",2012,931.7,46.72,88.7,0,2003000
Apartment,"Rathmines, Dublin 6",2012,989.04,46.72,88.7,0,2003000
Apartment,"Terenure, Dublin 6",2012,996.99,46.72,88.7,0,2003000
Apartment,Dublin 6W,2012,1017.64,46.72,88.7,0,2003000
Apartment,"Harolds Cross, Dublin 6W",2012,827.28,46.72,88.7,0,2003000
Apartment,"Templeogue, Dublin 6W",2012,0,46.72,88.7,0,2003000
Apartment,"Terenure, Dublin 6W",2012,1197.61,46.72,88.7,0,2003000
Apartment,Dublin 7,2012,906,46.72,88.7,0,2003000
