PropertyType,Location,Year,Rent,CPI,Price-Rent-Ratio,VacancyRate,HousingStock
Apartment,"Arbour Hill, Dublin 7",2012,0,46.72,88.7,0,2003000
Apartment,"Cabra, Dublin 7",2012,831.37,46.72,88.7,0,2003000
Apartment,"Navan Road, Dublin 7",2012,906.95,46.72,88.7,0,2003000
Apartment,"North Circular Road, Dublin 7",2012,0,46.72,88.7,0,2003000
Apartment,"Phibsboro, Dublin 7",2012,741.29,46.72,88.7,0,2003000
Apartment,"Smithfield, Dublin 7",2012,1016,46.72,88.7,0,2003000
Apartment,"Stoneybatter, Dublin 7",2012,834.36,46.72,88.7,0,2003000
Apartment,Dublin 8,2012,929.61,46.72,88.7,0,2003000
Apartment,"Christchurch, Dublin 8",2012,916,46.72,88.7,0,2003000
Apartment,"Cork Street, Dublin 8",2012,977.46,46.72,88.7,0,2003000
Apartment,"Dolphins Barn, Dublin 8",2012,0,46.72,88.7,0,2003000
Apartment,"Inchicore, Dublin 8",2012,903.88,46.72,88.7,0,2003000
Apartment,"Islandbridge, Dublin 8",2012,1081.11,46.72,88.7,0,2003000
Apartment,"Kilmainham , Dublin 8",2012,978.61,46.72,88.7,0,2003000
Apartment,"Portobello, Dublin 8",2012,1035.51,46.72,88.7,0,2003000
Apartment,"Rialto, Dublin 8",2012,916.45,46.72,88.7,0,2003000
Apartment,"South Circular Road, Dublin 8",2012,607.26,46.72,88.7,0,2003000
Apartment,"The Coombe, Dublin 8",2012,924.67,46.72,88.7,0,2003000
Apartment,Dublin 9,2012,904.85,46.72,88.7,0,2003000
Apartment,"Ballymun, Dublin 9",2012,743.41,46.72,88.7,0,2003000
Apartment,"Beaumont, Dublin 9",2012,836.7,46.72,88.7,0,2003000
Apartment,"Drumcondra, Dublin 9",2012,1006.04,46.72,88.7,0,2003000
Apartment,"Glasnevin, Dublin 9",2012,872,46.72,88.7,0,2003000
Apartment,"Santry, Dublin 9",2012,882.85,46.72,88.7,0,2003000
Apartment,"Whitehall, Dublin 9",2012,0,46.72,88.7,0,2003000
Apartment,Dublin 10,2012,840.88,46.72,88.7,0,2003000
Apartment,"Ballyfermot, Dublin 10",2012,825.64,46.72,88.7,0,2003000
Apartment,"Cherry Orchard, Dublin 10",2012,833.28,46.72,88.7,0,2003000
Apartment,Dublin 11,2012,883.05,46.72,88.7,0,2003000
Apartment,"Ballymun, Dublin 11",2012,775.95,46.72,88.7,0,2003000
Apartment,"Finglas, Dublin 11",2012,878.17,46.72,88.7,0,2003000
Apartment,"Glasnevin, Dublin 11",2012,912.61,46.72,88.7,0,2003000
Apartment,"Meakstown, Dublin 11",2012,905.65,46.72,88.7,0,2003000
Apartment,"St Margarets Road, Dublin 11",2012,967.73,46.72,88.7,0,2003000
Apartment,Dublin 12,2012,932.13,46.72,88.7,0,2003000
Apartment,"Crumlin, Dublin 12",2012,831.8,46.72,88.7,0,2003000
Apartment,"Drimnagh, Dublin 12",2012,1032.05,46.72,88.7,0,2003000
Apartment,"Kimmage, Dublin 12",2012,859.33,46.72,88.7,0,2003000
Apartment,"Walkinstown, Dublin 12",2012,0,46.72,88.7,0,2003000
Apartment,Dublin 13,2012,959.08,46.72,88.7,0,2003000
Apartment,"Baldoyle, Dublin 13",2012,938.3,46.72,88.7,0,2003000
Apartment,"Balgriffin, Dublin 13",2012,982.24,46.72,88.7,0,2003000
Apartment,"Clongriffin, Dublin 13",2012,935.52,46.72,88.7,0,2003000
Apartment,"Donaghmede, Dublin 13",2012,904.67,46.72,88.7,0,2003000
Apartment,"Sutton, Dublin 13",2012,1185.73,46.72,88.7,0,2003000
Apartment,Dublin 14,2012,1119.62,46.72,88.7,0,2003000
Apartment,"Churchtown, Dublin 14",2012,1158.14,46.72,88.7,0,2003000
Apartment,"Clonskeagh, Dublin 14",2012,1122.28,46.72,88.7,0,2003000
Apartment,"Dundrum, Dublin 14",2012,1137.67,46.72,88.7,0,2003000
Apartment,"Goatstown, Dublin 14",2012,1286.34,46.72,88.7,0,2003000
Apartment,"Rathfarnham, Dublin 14",2012,998.99,46.72,88.7,0,2003000
Apartment,Dublin 15,2012,910.07,46.72,88.7,0,2003000
Apartment,"Ashtown, Dublin 15",2012,937.67,46.72,88.7,0,2003000
Apartment,"Blanchardstown, Dublin 15",2012,902.44,46.72,88.7,0,2003000
Apartment,"Carpenterstown, Dublin 15",2012,887.48,46.72,88.7,0,2003000
Apartment,"Castleknock, Dublin 15",2012,986.4,46.72,88.7,0,2003000
Apartment,"Clonee, Dublin 15",2012,808.49,46.72,88.7,0,2003000
Apartment,"Clonsilla, Dublin 15",2012,846.19,46.72,88.7,0,2003000
Apartment,"Coolmine, Dublin 15",2012,0,46.72,88.7,0,2003000
Apartment,"Mulhuddart, Dublin 15",2012,786.91,46.72,88.7,0,2003000
Apartment,"Ongar, Dublin 15",2012,834.79,46.72,88.7,0,2003000
Apartment,"Porterstown, Dublin 15",2012,828.65,46.72,88.7,0,2003000
Apartment,"Royal Canal Park, Dublin 15",2012,943.81,46.72,88.7,0,2003000
Apartment,"Tyrrelstown, Dublin 15",2012,840.76,46.72,88.7,0,2003000
Apartment,Dublin 16,2012,1079.29,46.72,88.7,0,2003000
Apartment,"Ballinteer, Dublin 16",2012,1138.73,46.72,88.7,0,2003000
Apartment,"Dundrum, Dublin 16",2012,1212.2,46.72,88.7,0,2003000
Apartment,"Knocklyon, Dublin 16",2012,0,46.72,88.7,0,2003000
Apartment,"Rathfarnham, Dublin 16",2012,1014.45,46.72,88.7,0,2003000
Apartment,"Sandyford, Dublin 16",2012,0,46.72,88.7,0,2003000
Apartment,Dublin 17,2012,916.04,46.72,88.7,0,2003000
Apartment,"Malahide Road, Dublin 17",2012,884.36,46.72,88.7,0,2003000
Apartment,"Northern Cross, Dublin 17",2012,894.64,46.72,88.7,0,2003000
Apartment,Dublin 18,2012,1121.65,46.72,88.7,0,2003000
Apartment,"Cabinteely, Dublin 18",2012,1074.48,46.72,88.7,0,2003000
Apartment,"Carrickmines, Dublin 18",2012,1094.71,46.72,88.7,0,2003000
Apartment,"Foxrock, Dublin 18",2012,1648.61,46.72,88.7,0,2003000
Apartment,"Leopardstown, Dublin 18",2012,1186.58,46.72,88.7,0,2003000
Apartment,"Sandyford, Dublin 18",2012,1136.12,46.72,88.7,0,2003000
Apartment,"Stepaside, Dublin 18",2012,1015.16,46.72,88.7,0,2003000
Apartment,Dublin 20,2012,898.05,46.72,88.7,0,2003000
Apartment,"Chapelizod, Dublin 20",2012,875.81,46.72,88.7,0,2003000
Apartment,"Palmerstown, Dublin 20",2012,934.59,46.72,88.7,0,2003000
Apartment,"Clondalkin, Dublin 22",2012,830.11,46.72,88.7,0,2003000
Apartment,Dublin 24,2012,858.82,46.72,88.7,0,2003000
Apartment,"Ballycullen, Dublin 24",2012,926.43,46.72,88.7,0,2003000
Apartment,"Citywest, Dublin 24",2012,845.46,46.72,88.7,0,2003000
Apartment,"Firhouse, Dublin 24",2012,896.25,46.72,88.7,0,2003000
Apartment,"Tallaght, Dublin 24",2012,846.06,46.72,88.7,0,2003000
Other flats,Dublin,2012,672.34,46.72,88.7,0,2003000
Other flats,"Blackrock, Dublin",2012,778.45,46.72,88.7,0,2003000
Other flats,"Dun Laoghaire, Dublin",2012,692.56,46.72,88.7,0,2003000
Other flats,"Monkstown, Dublin",2012,798.2,46.72,88.7,0,2003000
Other flats,"Sandycove, Dublin",2012,0,46.72,88.7,0,2003000
Other flats,Dublin 1,2012,610.88,46.72,88.7,0,2003000
Other flats,"Summerhill, Dublin 1",2012,0,46.72,88.7,0,2003000
Other flats,Dublin 2,2012,807.98,46.72,88.7,0,2003000
Other flats,Dublin 3,2012,578.29,46.72,88.7,0,2003000
Other flats,"Clonliffe, Dublin 3",2012,524.84,46.72,88.7,0,2003000
Other flats,"Clontarf, Dublin 3",2012,589.79,46.72,88.7,0,2003000
Other flats,"Drumcondra, Dublin 3",2012,0,46.72,88.7,0,2003000
Other flats,"Fairview, Dublin 3",2012,577.92,46.72,88.7,0,2003000
Other flats,Dublin 4,2012,735.29,46.72,88.7,0,2003000
Other flats,"Ballsbridge, Dublin 4",2012,722.41,46.72,88.7,0,2003000
Other flats,"Donnybrook, Dublin 4",2012,741.78,46.72,88.7,0,2003000
Other flats,"Sandymount, Dublin 4",2012,747.31,46.72,88.7,0,2003000
Other flats,Dublin 5,2012,676.6,46.72,88.7,0,2003000
Other flats,Dublin 6,2012,647.62,46.72,88.7,0,2003000
Other flats,"Harolds Cross, Dublin 6",2012,0,46.72,88.7,0,2003000
Other flats,"Ranelagh, Dublin 6",2012,654.58,46.72,88.7,0,2003000
Other flats,"Rathgar, Dublin 6",2012,638.53,46.72,88.7,0,2003000
Other flats,"Rathmines, Dublin 6",2012,646.56,46.72,88.7,0,2003000
Other flats,"Terenure, Dublin 6",2012,0,46.72,88.7,0,2003000
Other flats,Dublin 6W,2012,630.92,46.72,88.7,0,2003000
Other flats,"Harolds Cross, Dublin 6W",2012,611.76,46.72,88.7,0,2003000
Other flats,"Terenure, Dublin 6W",2012,625.86,46.72,88.7,0,2003000
Other flats,Dublin 7,2012,540.7,46.72,88.7,0,2003000
Other flats,"Cabra, Dublin 7",2012,527.61,46.72,88.7,0,2003000
Other flats,"Phibsboro, Dublin 7",2012,521.67,46.72,88.7,0,2003000
Other flats,Dublin 8,2012,587.57,46.72,88.7,0,2003000
Other flats,"Inchicore, Dublin 8",2012,577.95,46.72,88.7,0,2003000
Other flats,"Kilmainham , Dublin 8",2012,593.52,46.72,88.7,0,2003000
Other flats,"Portobello, Dublin 8",2012,611.65,46.72,88.7,0,2003000
Other flats,"Rialto, Dublin 8",2012,0,46.72,88.7,0,2003000
Other flats,"South Circular Road, Dublin 8",2012,573.34,46.72,88.7,0,2003000
Other flats,Dublin 9,2012,530.06,46.72,88.7,0,2003000
Other flats,"Drumcondra, Dublin 9",2012,523.31,46.72,88.7,0,2003000
Other flats,"Glasnevin, Dublin 9",2012,547.74,46.72,88.7,0,2003000
Other flats,Dublin 11,2012,646.85,46.72,88.7,0,2003000
Other flats,"Finglas, Dublin 11",2012,619.62,46.72,88.7,0,2003000
Other flats,Dublin 12,2012,590.66,46.72,88.7,0,2003000
Other flats,"Crumlin, Dublin 12",2012,677.73,46.72,88.7,0,2003000
Other flats,"Kimmage, Dublin 12",2012,567.5,46.72,88.7,0,2003000
Other flats,Dublin 14,2012,783.6,46.72,88.7,0,2003000
Detached house,Dublin,2013,1601.6,46.95,91.2,0,2007000
Detached house,"Blackrock, Dublin",2013,1693.96,46.95,91.2,0,2007000
Detached house,"Killiney, Dublin",2013,0,46.95,91.2,0,2007000
Detached house,"Lucan, Dublin",2013,1345.1,46.95,91.2,0,2007000
Detached house,"Malahide, Dublin",2013,1791.43,46.95,91.2,0,2007000
Detached house,"Stillorgan, Dublin",2013,1608.42,46.95,91.2,0,2007000
Detached house,"Swords, Dublin",2013,1319.44,46.95,91.2,0,2007000
Detached house,Dublin 4,2013,2252.03,46.95,91.2,0,2007000
Detached house,"Ballsbridge, Dublin 4",2013,2124.67,46.95,91.2,0,2007000
Detached house,Dublin 5,2013,0,46.95,91.2,0,2007000
Detached house,Dublin 6,2013,1921.89,46.95,91.2,0,2007000
Detached house,Dublin 7,2013,0,46.95,91.2,0,2007000
Detached house,Dublin 9,2013,1333.18,46.95,91.2,0,2007000
Detached house,Dublin 12,2013,0,46.95,91.2,0,2007000
Detached house,Dublin 13,2013,1559.28,46.95,91.2,0,2007000
Detached house,Dublin 14,2013,1829.83,46.95,91.2,0,2007000
Detached house,"Rathfarnham, Dublin 14",2013,0,46.95,91.2,0,2007000
Detached house,Dublin 15,2013,1217.05,46.95,91.2,0,2007000
Detached house,"Castleknock, Dublin 15",2013,1269.61,46.95,91.2,0,2007000
Detached house,"Clonsilla, Dublin 15",2013,0,46.95,91.2,0,2007000
Detached house,Dublin 16,2013,1507.88,46.95,91.2,0,2007000
Detached house,Dublin 18,2013,2077.6,46.95,91.2,0,2007000
Detached house,"Foxrock, Dublin 18",2013,2212.35,46.95,91.2,0,2007000
Detached house,Dublin 24,2013,1057.5,46.95,91.2,0,2007000
Detached house,"Tallaght, Dublin 24",2013,999.26,46.95,91.2,0,2007000
Semi detached house,Dublin,2013,1144.17,46.95,91.2,0,2007000
Semi detached house,"Balbriggan, Dublin",2013,843.1,46.95,91.2,0,2007000
Semi detached house,"Blackrock, Dublin",2013,1514.04,46.95,91.2,0,2007000
Semi detached house,"Booterstown, Dublin",2013,1775.36,46.95,91.2,0,2007000
Semi detached house,"Citywest, Dublin",2013,0,46.95,91.2,0,2007000
Semi detached house,"Dalkey, Dublin",2013,1479.59,46.95,91.2,0,2007000
Semi detached house,"Donabate, Dublin",2013,1032.59,46.95,91.2,0,2007000
Semi detached house,"Dun Laoghaire, Dublin",2013,1335.1,46.95,91.2,0,2007000
Semi detached house,"Glenageary, Dublin",2013,1364.03,46.95,91.2,0,2007000
Semi detached house,"Killiney, Dublin",2013,1237.11,46.95,91.2,0,2007000
Semi detached house,"Kinsealy, Dublin",2013,1026.41,46.95,91.2,0,2007000
Semi detached house,"Lucan, Dublin",2013,1037.13,46.95,91.2,0,2007000
Semi detached house,"Lusk, Dublin",2013,948.33,46.95,91.2,0,2007000
Semi detached house,"Malahide, Dublin",2013,1362.17,46.95,91.2,0,2007000
Semi detached house,"Monkstown, Dublin",2013,1259.77,46.95,91.2,0,2007000
Semi detached house,"Mount Merrion, Dublin",2013,0,46.95,91.2,0,2007000
Semi detached house,"Portmarnock, Dublin",2013,0,46.95,91.2,0,2007000
Semi detached house,"Rathcoole, Dublin",2013,977.86,46.95,91.2,0,2007000
Semi detached house,"Rush, Dublin",2013,896.23,46.95,91.2,0,2007000
Semi detached house,"Saggart, Dublin",2013,1139.15,46.95,91.2,0,2007000
Semi detached house,"Sandycove, Dublin",2013,0,46.95,91.2,0,2007000
Semi detached house,"Shankill, Dublin",2013,1166.42,46.95,91.2,0,2007000
Semi detached house,"Skerries, Dublin",2013,981.18,46.95,91.2,0,2007000
Semi detached house,"Stepaside, Dublin",2013,0,46.95,91.2,0,2007000
Semi detached house,"Stillorgan, Dublin",2013,1479.73,46.95,91.2,0,2007000
Semi detached house,"Swords, Dublin",2013,1038.32,46.95,91.2,0,2007000
Semi detached house,Dublin 1,2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 3,2013,1247,46.95,91.2,0,2007000
Semi detached house,"Clonliffe, Dublin 3",2013,0,46.95,91.2,0,2007000
Semi detached house,"Clontarf, Dublin 3",2013,1404.06,46.95,91.2,0,2007000
Semi detached house,"Drumcondra, Dublin 3",2013,0,46.95,91.2,0,2007000
Semi detached house,"East Wall, Dublin 3",2013,999.25,46.95,91.2,0,2007000
Semi detached house,"Eastwall, Dublin 3",2013,0,46.95,91.2,0,2007000
Semi detached house,"Fairview, Dublin 3",2013,0,46.95,91.2,0,2007000
Semi detached house,"Marino, Dublin 3",2013,1166.35,46.95,91.2,0,2007000
Semi detached house,"North Strand, Dublin 3",2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 4,2013,1815.91,46.95,91.2,0,2007000
Semi detached house,"Ballsbridge, Dublin 4",2013,1887.36,46.95,91.2,0,2007000
Semi detached house,"Donnybrook, Dublin 4",2013,1754.07,46.95,91.2,0,2007000
Semi detached house,"Ringsend, Dublin 4",2013,0,46.95,91.2,0,2007000
Semi detached house,"Sandymount, Dublin 4",2013,1851.04,46.95,91.2,0,2007000
Semi detached house,Dublin 5,2013,1117.43,46.95,91.2,0,2007000
Semi detached house,"Artane, Dublin 5",2013,1107.48,46.95,91.2,0,2007000
Semi detached house,"Killester, Dublin 5",2013,0,46.95,91.2,0,2007000
Semi detached house,"Raheny, Dublin 5",2013,1161.23,46.95,91.2,0,2007000
Semi detached house,Dublin 6,2013,1572.08,46.95,91.2,0,2007000
Semi detached house,"Harolds Cross, Dublin 6",2013,0,46.95,91.2,0,2007000
Semi detached house,"Milltown, Dublin 6",2013,0,46.95,91.2,0,2007000
Semi detached house,"Ranelagh, Dublin 6",2013,1644.56,46.95,91.2,0,2007000
Semi detached house,"Rathgar, Dublin 6",2013,1645.4,46.95,91.2,0,2007000
Semi detached house,"Rathmines, Dublin 6",2013,1551.49,46.95,91.2,0,2007000
Semi detached house,"Terenure, Dublin 6",2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 6W,2013,1435.81,46.95,91.2,0,2007000
Semi detached house,"Harolds Cross, Dublin 6W",2013,1447.81,46.95,91.2,0,2007000
Semi detached house,"Templeogue, Dublin 6W",2013,1367.8,46.95,91.2,0,2007000
Semi detached house,"Terenure, Dublin 6W",2013,1441.07,46.95,91.2,0,2007000
Semi detached house,Dublin 7,2013,1127.68,46.95,91.2,0,2007000
Semi detached house,"Arbour Hill, Dublin 7",2013,0,46.95,91.2,0,2007000
Semi detached house,"Cabra, Dublin 7",2013,1041.66,46.95,91.2,0,2007000
Semi detached house,"Navan Road, Dublin 7",2013,1182.03,46.95,91.2,0,2007000
Semi detached house,"North Circular Road, Dublin 7",2013,0,46.95,91.2,0,2007000
Semi detached house,"Phibsboro, Dublin 7",2013,1227.74,46.95,91.2,0,2007000
Semi detached house,"Smithfield, Dublin 7",2013,0,46.95,91.2,0,2007000
Semi detached house,"Stoneybatter, Dublin 7",2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 8,2013,1164.52,46.95,91.2,0,2007000
Semi detached house,"Inchicore, Dublin 8",2013,1056.02,46.95,91.2,0,2007000
Semi detached house,"Kilmainham , Dublin 8",2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 9,2013,1172.01,46.95,91.2,0,2007000
Semi detached house,"Beaumont, Dublin 9",2013,1113.46,46.95,91.2,0,2007000
Semi detached house,"Drumcondra, Dublin 9",2013,1217.73,46.95,91.2,0,2007000
Semi detached house,"Glasnevin, Dublin 9",2013,1215.78,46.95,91.2,0,2007000
Semi detached house,"Santry, Dublin 9",2013,1104.34,46.95,91.2,0,2007000
Semi detached house,"Whitehall, Dublin 9",2013,1142.1,46.95,91.2,0,2007000
Semi detached house,Dublin 10,2013,954.85,46.95,91.2,0,2007000
Semi detached house,"Ballyfermot, Dublin 10",2013,925.41,46.95,91.2,0,2007000
Semi detached house,Dublin 11,2013,1033.25,46.95,91.2,0,2007000
Semi detached house,"Finglas, Dublin 11",2013,959.3,46.95,91.2,0,2007000
Semi detached house,"Glasnevin, Dublin 11",2013,1153.39,46.95,91.2,0,2007000
Semi detached house,Dublin 12,2013,1090.5,46.95,91.2,0,2007000
Semi detached house,"Crumlin, Dublin 12",2013,1090.89,46.95,91.2,0,2007000
Semi detached house,"Drimnagh, Dublin 12",2013,978.61,46.95,91.2,0,2007000
Semi detached house,"Kimmage, Dublin 12",2013,1207.03,46.95,91.2,0,2007000
Semi detached house,"Walkinstown, Dublin 12",2013,1058.43,46.95,91.2,0,2007000
Semi detached house,Dublin 13,2013,1136.99,46.95,91.2,0,2007000
Semi detached house,"Baldoyle, Dublin 13",2013,1110,46.95,91.2,0,2007000
Semi detached house,"Donaghmede, Dublin 13",2013,1061.08,46.95,91.2,0,2007000
Semi detached house,"Sutton, Dublin 13",2013,1257.27,46.95,91.2,0,2007000
Semi detached house,Dublin 14,2013,1516.07,46.95,91.2,0,2007000
Semi detached house,"Churchtown, Dublin 14",2013,1467.98,46.95,91.2,0,2007000
Semi detached house,"Clonskeagh, Dublin 14",2013,1693.81,46.95,91.2,0,2007000
Semi detached house,"Dundrum, Dublin 14",2013,1442.42,46.95,91.2,0,2007000
Semi detached house,"Goatstown, Dublin 14",2013,1764.56,46.95,91.2,0,2007000
Semi detached house,"Rathfarnham, Dublin 14",2013,1356.72,46.95,91.2,0,2007000
Semi detached house,Dublin 15,2013,1034.03,46.95,91.2,0,2007000
Semi detached house,"Blanchardstown, Dublin 15",2013,970.25,46.95,91.2,0,2007000
Semi detached house,"Carpenterstown, Dublin 15",2013,0,46.95,91.2,0,2007000
Semi detached house,"Castleknock, Dublin 15",2013,1106.8,46.95,91.2,0,2007000
Semi detached house,"Clonee, Dublin 15",2013,1014.17,46.95,91.2,0,2007000
Semi detached house,"Clonsilla, Dublin 15",2013,1027.13,46.95,91.2,0,2007000
Semi detached house,"Mulhuddart, Dublin 15",2013,931.81,46.95,91.2,0,2007000
Semi detached house,"Tyrrelstown, Dublin 15",2013,1008.21,46.95,91.2,0,2007000
Semi detached house,Dublin 16,2013,1284.35,46.95,91.2,0,2007000
Semi detached house,"Ballinteer, Dublin 16",2013,1262.06,46.95,91.2,0,2007000
Semi detached house,"Dundrum, Dublin 16",2013,1570.43,46.95,91.2,0,2007000
Semi detached house,"Knocklyon, Dublin 16",2013,1239.82,46.95,91.2,0,2007000
Semi detached house,"Rathfarnham, Dublin 16",2013,1352.98,46.95,91.2,0,2007000
Semi detached house,"Sandyford, Dublin 16",2013,0,46.95,91.2,0,2007000
Semi detached house,Dublin 17,2013,1012.22,46.95,91.2,0,2007000
Semi detached house,Dublin 18,2013,1387.95,46.95,91.2,0,2007000
Semi detached house,"Cabinteely, Dublin 18",2013,1339.44,46.95,91.2,0,2007000
Semi detached house,"Foxrock, Dublin 18",2013,1569.84,46.95,91.2,0,2007000
Semi detached house,"Leopardstown, Dublin 18",2013,1379,46.95,91.2,0,2007000
Semi detached house,"Sandyford, Dublin 18",2013,1341.34,46.95,91.2,0,2007000
Semi detached house,Dublin 20,2013,1026.37,46.95,91.2,0,2007000
Semi detached house,"Palmerstown, Dublin 20",2013,1011.91,46.95,91.2,0,2007000
Semi detached house,"Clondalkin, Dublin 22",2013,938.61,46.95,91.2,0,2007000
Semi detached house,Dublin 24,2013,994.05,46.95,91.2,0,2007000
Semi detached house,"Ballycullen, Dublin 24",2013,1094.31,46.95,91.2,0,2007000
Semi detached house,"Firhouse, Dublin 24",2013,1072.45,46.95,91.2,0,2007000
Semi detached house,"Tallaght, Dublin 24",2013,967.6,46.95,91.2,0,2007000
Terrace house,Dublin,2013,1066,46.95,91.2,0,2007000
Terrace house,"Balbriggan, Dublin",2013,817.64,46.95,91.2,0,2007000
Terrace house,"Blackrock, Dublin",2013,1300.44,46.95,91.2,0,2007000
Terrace house,"Booterstown, Dublin",2013,1407.22,46.95,91.2,0,2007000
Terrace house,"Dalkey, Dublin",2013,1400.65,46.95,91.2,0,2007000
Terrace house,"Dun Laoghaire, Dublin",2013,1196.64,46.95,91.2,0,2007000
Terrace house,"Killiney, Dublin",2013,1187.93,46.95,91.2,0,2007000
Terrace house,"Lucan, Dublin",2013,966.9,46.95,91.2,0,2007000
Terrace house,"Lusk, Dublin",2013,868.69,46.95,91.2,0,2007000
Terrace house,"Malahide, Dublin",2013,1490.48,46.95,91.2,0,2007000
Terrace house,"Monkstown, Dublin",2013,1167.14,46.95,91.2,0,2007000
Terrace house,"Rush, Dublin",2013,843.16,46.95,91.2,0,2007000
Terrace house,"Saggart, Dublin",2013,1061.08,46.95,91.2,0,2007000
Terrace house,"Sandycove, Dublin",2013,0,46.95,91.2,0,2007000
Terrace house,"Shankill, Dublin",2013,0,46.95,91.2,0,2007000
Terrace house,"Skerries, Dublin",2013,895,46.95,91.2,0,2007000
Terrace house,"Stillorgan, Dublin",2013,1396.89,46.95,91.2,0,2007000
Terrace house,"Swords, Dublin",2013,994.66,46.95,91.2,0,2007000
Terrace house,Dublin 1,2013,1135,46.95,91.2,0,2007000
Terrace house,Dublin 2,2013,1600.75,46.95,91.2,0,2007000
Terrace house,Dublin 3,2013,1069.95,46.95,91.2,0,2007000
Terrace house,"Clonliffe, Dublin 3",2013,1152.94,46.95,91.2,0,2007000
Terrace house,"Clontarf, Dublin 3",2013,1222.26,46.95,91.2,0,2007000
Terrace house,"Drumcondra, Dublin 3",2013,0,46.95,91.2,0,2007000
Terrace house,"East Wall, Dublin 3",2013,939.04,46.95,91.2,0,2007000
Terrace house,"Eastwall, Dublin 3",2013,872.94,46.95,91.2,0,2007000
Terrace house,"Fairview, Dublin 3",2013,1247.79,46.95,91.2,0,2007000
Terrace house,"Marino, Dublin 3",2013,1189.35,46.95,91.2,0,2007000
Terrace house,"North Strand, Dublin 3",2013,1012.55,46.95,91.2,0,2007000
Terrace house,Dublin 4,2013,1557.46,46.95,91.2,0,2007000
