PropertyType,NumberofRoom,Location,2008,2009,2010,2011,2012,2013,2014,2015
Terrace house,Three bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 3,1432.95,1289.41,1180.96,1129.79,1110.17,1142.1,1255.73,1355.56
Terrace house,Three bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Clontarf, Dublin 3",0,1454.71,1325,1296.78,1293.07,1342.75,1416.08,1541.14
Terrace house,Three bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,Three bed,"East Wall, Dublin 3",0,1143.33,1092.21,1022.94,998.41,0,0,1259.41
Terrace house,Three bed,"Eastwall, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Fairview, Dublin 3",0,0,0,1117.5,0,0,0,0
Terrace house,Three bed,"Marino, Dublin 3",0,1293.07,1150,1107.24,1110,1150.86,1284.88,1349.38
Terrace house,Three bed,"North Strand, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 4,1868.52,1749.69,1600.92,1599.08,1670.6,1741.96,1903.02,1985.77
Terrace house,Three bed,"Ballsbridge, Dublin 4",1874.56,1841.23,1782.08,1756.16,1856.15,2015,2191.05,2172.33
Terrace house,Three bed,"Donnybrook, Dublin 4",1873.93,1762.96,1655.85,1622.77,1609.26,1713.05,1953.49,2053.63
Terrace house,Three bed,"Irishtown, Dublin 4",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Ringsend, Dublin 4",0,0,1300.26,1245.68,0,0,0,0
Terrace house,Three bed,"Sandymount, Dublin 4",1917.17,1843.83,1588.4,1562.59,1660,1679.78,1750.69,1896.96
Terrace house,Three bed,Dublin 5,1334.02,1224.56,1089.44,1040.02,1059.22,1061.93,1112.71,1189.07
Terrace house,Three bed,"Artane, Dublin 5",1262.54,1201.94,1096.83,1033.06,1026.96,1030,1085.42,1147.91
Terrace house,Three bed,"Killester, Dublin 5",0,0,0,0,1112.88,0,0,0
Terrace house,Three bed,"Raheny, Dublin 5",1340.61,1226.48,1120.41,1068.43,1114.26,1134.04,1159.28,1214.43
Terrace house,Three bed,Dublin 6,1801.32,1659.03,1474.58,1462.52,1492.95,1544.93,1654.68,1750.76
Terrace house,Three bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Harolds Cross, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Milltown, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Ranelagh, Dublin 6",1897.92,1781.07,1610.57,1590.74,1617.65,1653.35,1727.95,1852.88
Terrace house,Three bed,"Rathgar, Dublin 6",1809.49,1648.21,1391.71,0,0,1515.8,1564.91,1724.14
Terrace house,Three bed,"Rathmines, Dublin 6",0,1661.09,1452.94,1438.52,1430.1,1567.2,1726.35,1581.11
Terrace house,Three bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 6W,1465.16,1306.65,1200.03,1203.04,1213.31,1280.1,1384.38,1457.74
Terrace house,Three bed,"Harolds Cross, Dublin 6W",0,1291.93,1206.18,1228.36,1258.02,1342.62,1502.93,1496.67
Terrace house,Three bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Terenure, Dublin 6W",0,1349.33,1249.66,1182.33,1187.19,1310.6,1393.69,0
Terrace house,Three bed,Dublin 7,1352.58,1193.95,1074.53,1044.42,1060.09,1076.44,1167.7,1240.87
Terrace house,Three bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Cabra, Dublin 7",1250,1143.28,1051.4,990.94,983.56,1005.39,1086.28,1178.02
Terrace house,Three bed,"Navan Road, Dublin 7",0,1222.43,1154.05,1082.5,1016.41,1044.91,0,1197.95
Terrace house,Three bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Phibsboro, Dublin 7",1304.67,1227.37,1094.56,1010.15,1071.63,1130.89,1222.29,1263.01
Terrace house,Three bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Stoneybatter, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 8,1434.98,1309.36,1181.07,1145.85,1156.45,1196.25,1281.72,1356.04
Terrace house,Three bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Inchicore, Dublin 8",0,1206.78,1015.05,1021.88,1028.15,1013.88,1149.27,1231.03
Terrace house,Three bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Kilmainham , Dublin 8",0,1267.12,0,0,0,1173.44,1300.81,0
Terrace house,Three bed,"Portobello, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"South Circular Road, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 9,1354.99,1239.93,1113.24,1093.93,1099.73,1169.71,1242.59,1312.82
Terrace house,Three bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Drumcondra, Dublin 9",1494.8,1345.57,1154.23,1160.9,1178.9,1269.71,1308.55,1366.54
Terrace house,Three bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Santry, Dublin 9",0,0,0,0,1017.91,0,0,0
Terrace house,Three bed,"Whitehall, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 10,0,1085.9,990.02,931.37,937.66,964.06,957.95,1224.82
Terrace house,Three bed,"Ballyfermot, Dublin 10",0,1099.3,990.43,935.85,941.36,961.76,957.23,1224.8
Terrace house,Three bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 11,1242.18,1128.95,1025.57,971.8,961.35,967.94,1019.43,1098.92
Terrace house,Three bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Finglas, Dublin 11",1217.73,1107.36,1013.85,949.83,937.62,953.46,1001.81,1065.81
Terrace house,Three bed,"Glasnevin, Dublin 11",0,0,0,0,1051,992.24,0,0
Terrace house,Three bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,Three bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 12,1303.25,1181.63,1036.84,999.91,993.01,1021.07,1084.65,1158.22
Terrace house,Three bed,"Crumlin, Dublin 12",1293.23,1169.89,1006.82,1001.12,998.22,979.14,1030.89,1141.57
Terrace house,Three bed,"Drimnagh, Dublin 12",1316.86,1191.43,1001.56,951.75,966.32,991.67,1074.77,1136.88
Terrace house,Three bed,"Kimmage, Dublin 12",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Walkinstown, Dublin 12",0,1151.69,1069.57,1029.82,1007.83,1044.6,1110.58,1154.7
Terrace house,Three bed,Dublin 13,1338.21,1206.48,1063.98,1053.74,1066.36,1070.05,1102.39,1226.08
Terrace house,Three bed,"Baldoyle, Dublin 13",0,0,1068.53,960.14,940.26,1025.03,1094.9,1171.84
Terrace house,Three bed,"Balgriffin, Dublin 13",0,0,0,0,0,1129,0,0
Terrace house,Three bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Sutton, Dublin 13",0,0,997.87,1042.91,1117.42,1085.37,1102.43,1261.63
Terrace house,Three bed,Dublin 14,1563.04,1460.14,1310.6,1267.35,1289.32,1321.12,1429.56,1516.49
Terrace house,Three bed,"Churchtown, Dublin 14",0,0,0,1220.16,1245.39,1359.38,1434.29,1425
Terrace house,Three bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Dundrum, Dublin 14",1687.19,1550.68,1356.67,1283.74,1300.35,0,0,1573.65
Terrace house,Three bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Rathfarnham, Dublin 14",0,1246.76,1137,1121.91,1149.17,1185.79,1278.25,1362.71
Terrace house,Three bed,Dublin 15,1223.05,1142.2,1039.74,993.81,984.67,998.3,1052.2,1136.7
Terrace house,Three bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Blanchardstown, Dublin 15",1207.9,1154.44,1024.33,956.9,931.07,909.36,958.1,1036.4
Terrace house,Three bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Castleknock, Dublin 15",1226.02,1140.83,1045.25,1032.44,1043.41,1063.53,1117.87,1198.31
Terrace house,Three bed,"Clonee, Dublin 15",0,0,0,0,0,0,1026.29,0
Terrace house,Three bed,"Clonsilla, Dublin 15",1149.87,1099.48,1024.62,968.52,937.62,933.52,1007.42,1086.27
Terrace house,Three bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Mulhuddart, Dublin 15",0,0,0,929.22,913.24,912.7,965,979.09
Terrace house,Three bed,"Ongar, Dublin 15",0,0,0,0,0,0,1098.46,1191.61
Terrace house,Three bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Tyrrelstown, Dublin 15",0,0,1047.37,0,0,1018.55,1082.26,0
Terrace house,Three bed,Dublin 16,1441.49,1307.36,1163.24,1146.51,1161.91,1203.45,1275.09,1345.76
Terrace house,Three bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 17,0,0,1070.41,990.63,975.61,961.97,972.75,998.79
Terrace house,Three bed,"Malahide Road, Dublin 17",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Northern Cross, Dublin 17",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 18,1547.61,1429.09,1287.05,1278.78,1312.18,1370.06,1422.05,1465.78
Terrace house,Three bed,"Cabinteely, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Carrickmines, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Foxrock, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Leopardstown, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Sandyford, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Stepaside, Dublin 18",0,0,0,0,0,0,0,0
Terrace house,Three bed,Dublin 20,0,1143.5,1032.85,999.74,1004.71,1063.59,1104.88,1161.08
Terrace house,Three bed,"Chapelizod, Dublin 20",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Palmerstown, Dublin 20",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Clondalkin, Dublin 22",1167.71,1087.94,977.11,924.6,916.71,922.24,982.68,1023.51
Terrace house,Three bed,Dublin 24,1220.46,1119.61,1016.71,971.53,960.95,963.96,1003.12,1069.89
Terrace house,Three bed,"Ballycullen, Dublin 24",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Citywest, Dublin 24",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Firhouse, Dublin 24",0,0,0,0,0,0,0,0
Terrace house,Three bed,"Tallaght, Dublin 24",1201.25,1097.08,997.96,955.99,941.06,938.71,973.78,1025.7
Terrace house,1 to 2 bed,Dublin,1156.09,1056.73,948.93,919.73,916.35,946.78,1002.77,1076.89
Terrace house,1 to 2 bed,"Balbriggan, Dublin",967.23,893.43,775.19,716.68,725.77,755.36,769.22,806.39
Terrace house,1 to 2 bed,"Blackrock, Dublin",1376.89,1225.88,1107.72,1060.47,1033.36,1090.99,1217.26,1301.41
Terrace house,1 to 2 bed,"Booterstown, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Cabinteely, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Citywest, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Dalkey, Dublin",0,0,0,0,0,0,1432.33,0
Terrace house,1 to 2 bed,"Donabate, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Dun Laoghaire, Dublin",0,1088.1,951.63,933.49,952.99,1034.48,1111.65,1251.58
Terrace house,1 to 2 bed,"Glenageary, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Howth, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Killiney, Dublin",0,1128.28,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Kinsealy, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Lucan, Dublin",1106.7,1027.66,909.02,874.88,892.23,889.43,931.06,978.09
Terrace house,1 to 2 bed,"Lusk, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Malahide, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Monkstown, Dublin",0,1139.02,1039.57,1096.89,1104.09,1046.78,1085.28,1243.59
Terrace house,1 to 2 bed,"Mount Merrion, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Portmarnock, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Rathcoole, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Rush, Dublin",0,0,0,821.65,787.76,0,0,0
Terrace house,1 to 2 bed,"Saggart, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Sandycove, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Shankill, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Skerries, Dublin",0,945.17,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Stepaside, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Stillorgan, Dublin",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Swords, Dublin",1126.93,1034.66,937.03,903.43,905.53,919.12,960.37,1050.42
Terrace house,1 to 2 bed,Dublin 1,1075.13,1042.04,996.29,957.01,943.27,973.67,1023.59,1115.62
Terrace house,1 to 2 bed,"I.F.S.C., Dublin 1",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Parnell Street, Dublin 1",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Spencer Dock, Dublin 1",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Summerhill, Dublin 1",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 2,0,1568.18,1475.83,0,0,1468.75,1503.92,1535.37
Terrace house,1 to 2 bed,"Aungier Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Charlemont Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Grand Canal Dock, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Grand Canal Square, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Hanover Quay, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Lower Mount Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Pearse Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Tara Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Temple Bar, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Townsend Street, Dublin 2",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 3,1143.46,1032.7,900.21,849.25,871.34,911.41,978.29,1078.41
Terrace house,1 to 2 bed,"Clonliffe, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Clontarf, Dublin 3",0,1140.79,1020.23,972.4,972.3,1020.51,1080.52,1116.02
Terrace house,1 to 2 bed,"Drumcondra, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"East Wall, Dublin 3",1150.29,1030.91,898.2,843.59,864.55,915.71,980.84,1107.02
Terrace house,1 to 2 bed,"Eastwall, Dublin 3",0,0,0,803.26,0,0,944.84,0
Terrace house,1 to 2 bed,"Fairview, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Marino, Dublin 3",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"North Strand, Dublin 3",0,0,0,0,837.97,982.25,1001.46,998.89
Terrace house,1 to 2 bed,Dublin 4,1432.74,1305.76,1171.35,1138.32,1176.02,1269.6,1365.32,1456.24
Terrace house,1 to 2 bed,"Ballsbridge, Dublin 4",1659.31,1465.89,1231.56,1177.98,1236,1303.81,1402.46,1635.77
Terrace house,1 to 2 bed,"Donnybrook, Dublin 4",1440.82,1334.2,1218.06,1148.27,1188.5,1324.34,1439.13,1475.44
Terrace house,1 to 2 bed,"Irishtown, Dublin 4",0,0,0,0,0,0,1332.17,0
Terrace house,1 to 2 bed,"Merrion, Dublin 4",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Pembroke, Dublin 4",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Ringsend, Dublin 4",1254.55,1163.78,1057.93,1061.29,1057.58,1110.44,1222.96,1355.68
Terrace house,1 to 2 bed,"Sandymount, Dublin 4",1452.71,1314.51,1170.65,1145.81,1182.46,1309.27,1428.24,1458.31
Terrace house,1 to 2 bed,Dublin 5,1190.43,1103.37,995.21,957.87,966.69,1008.97,1049.37,1125
Terrace house,1 to 2 bed,"Artane, Dublin 5",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Killester, Dublin 5",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Raheny, Dublin 5",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 6,1294.73,1229.9,1136.29,1105.8,1138.62,1191.03,1222.19,1272.08
Terrace house,1 to 2 bed,"Dartry, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Harolds Cross, Dublin 6",0,1133.33,1002.84,0,0,0,0,1228.18
Terrace house,1 to 2 bed,"Milltown, Dublin 6",0,0,1196.61,0,1279,1299.17,0,0
Terrace house,1 to 2 bed,"Ranelagh, Dublin 6",1535.21,1387.14,1278.73,1194.39,1208.44,1291.18,1303.83,1324.15
Terrace house,1 to 2 bed,"Rathgar, Dublin 6",1298.67,1244.42,1151.49,1070.5,1056.99,1112.75,1324.25,1394.78
Terrace house,1 to 2 bed,"Rathmines, Dublin 6",1079.31,1074.69,1055.21,1056.72,1111.92,1158.17,1123.35,1111.04
Terrace house,1 to 2 bed,"Terenure, Dublin 6",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 6W,1265.56,1129.7,1010.74,1001.16,1004.4,1034.03,1093.02,1168.57
Terrace house,1 to 2 bed,"Harolds Cross, Dublin 6W",0,0,0,965.63,1000,1068.94,1109.17,0
Terrace house,1 to 2 bed,"Templeogue, Dublin 6W",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Terenure, Dublin 6W",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 7,1112.73,1046.62,928.86,872.42,879,913.32,967.48,1060.07
Terrace house,1 to 2 bed,"Arbour Hill, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Cabra, Dublin 7",1099.79,1058.74,967.13,890.44,855.89,898.93,965.04,999.73
Terrace house,1 to 2 bed,"Navan Road, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"North Circular Road, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Phibsboro, Dublin 7",902.17,943.23,909.58,834.14,824.19,800.17,881.92,1036.86
Terrace house,1 to 2 bed,"Smithfield, Dublin 7",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Stoneybatter, Dublin 7",1217.12,1083.82,974.78,950.07,949.14,965.96,1048.44,1118.78
Terrace house,1 to 2 bed,Dublin 8,1185.34,1086.59,978.02,947.42,957.73,982.4,1051.97,1154.63
Terrace house,1 to 2 bed,"Christchurch, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Cork Street, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Dolphins Barn, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Inchicore, Dublin 8",1169,1059.47,910.08,867.93,879.55,918.26,995.24,1086.82
Terrace house,1 to 2 bed,"Islandbridge, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Kilmainham , Dublin 8",0,1052.67,922.58,918.16,968.78,1083.3,1122.2,1179.49
Terrace house,1 to 2 bed,"Portobello, Dublin 8",0,1182.8,1167.46,1134.13,1109.1,1095.54,1219.67,1402.08
Terrace house,1 to 2 bed,"Rialto, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"South Circular Road, Dublin 8",0,0,0,0,0,880.72,961.83,0
Terrace house,1 to 2 bed,"The Coombe, Dublin 8",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 9,1097.68,1013.36,925,881.32,920.52,980.54,1036.13,1104.25
Terrace house,1 to 2 bed,"Ballymun, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Beaumont, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Drumcondra, Dublin 9",1059.04,1000.65,931.52,891.27,922.61,988.26,1049.21,1076.69
Terrace house,1 to 2 bed,"Glasnevin, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Santry, Dublin 9",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Whitehall, Dublin 9",0,0,0,0,0,957.6,1012.37,0
Terrace house,1 to 2 bed,Dublin 10,0,940.18,896.06,842.76,824.79,866.27,887.98,917.77
Terrace house,1 to 2 bed,"Ballyfermot, Dublin 10",0,944.56,923.2,933.8,885.47,892.18,901.1,915.33
Terrace house,1 to 2 bed,"Cherry Orchard, Dublin 10",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 11,1121.61,1012.61,937.81,888.5,865.57,878.23,892.51,977.52
Terrace house,1 to 2 bed,"Ballymun, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Finglas, Dublin 11",0,1004.52,931.13,879.16,868.58,880.84,872.02,963.49
Terrace house,1 to 2 bed,"Glasnevin, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Meakstown, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"St Margarets Road, Dublin 11",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 12,1184.14,1083.43,952.8,922.03,923.17,931.34,991.95,1067.64
Terrace house,1 to 2 bed,"Crumlin, Dublin 12",1160.43,1075.24,937.5,910.91,910.62,910.27,956.7,1047.24
Terrace house,1 to 2 bed,"Drimnagh, Dublin 12",0,1118.71,964.61,940.88,923.61,945.02,1036.9,1057.73
Terrace house,1 to 2 bed,"Kimmage, Dublin 12",0,0,0,0,0,1005.31,1042.5,0
Terrace house,1 to 2 bed,"Walkinstown, Dublin 12",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 13,1230,1122.46,982.79,966.38,974.21,1011.05,1055.85,1134.49
Terrace house,1 to 2 bed,"Baldoyle, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Balgriffin, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Clongriffin, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Donaghmede, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Sutton, Dublin 13",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 14,1315,1234.68,1134.38,1078.27,1115.34,1158.32,1206.82,1301.37
Terrace house,1 to 2 bed,"Churchtown, Dublin 14",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Clonskeagh, Dublin 14",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Dundrum, Dublin 14",0,1279.27,1191.86,1120.83,1173.65,1180,1203,0
Terrace house,1 to 2 bed,"Goatstown, Dublin 14",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Rathfarnham, Dublin 14",0,0,1086.5,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 15,1109.56,1017.48,911.38,883.64,876.62,883.69,936.39,1019.59
Terrace house,1 to 2 bed,"Ashtown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Blanchardstown, Dublin 15",0,1044.56,0,869.22,850.81,841.88,884.03,985.83
Terrace house,1 to 2 bed,"Carpenterstown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Castleknock, Dublin 15",0,0,940.91,912.57,899.34,927.13,1002.02,1127.43
Terrace house,1 to 2 bed,"Clonee, Dublin 15",1096.62,986.88,897.14,876.63,869.52,875.92,916.79,993.47
Terrace house,1 to 2 bed,"Clonsilla, Dublin 15",0,951.76,889.74,859.78,859.77,865.07,919.86,1001.23
Terrace house,1 to 2 bed,"Coolmine, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Mulhuddart, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Ongar, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Porterstown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Royal Canal Park, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Tyrrelstown, Dublin 15",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 16,0,1144,1053.08,1015,1045.71,1093.65,1235.41,1298.09
Terrace house,1 to 2 bed,"Ballinteer, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Dundrum, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Knocklyon, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Rathfarnham, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,"Sandyford, Dublin 16",0,0,0,0,0,0,0,0
Terrace house,1 to 2 bed,Dublin 17,0,0,0,0,0,0,0,0
